article_number;article_title;article_text
47;"

Art. 47


Abgeltungen
      1. Wildschadenverhütung

";"
1

Wo sich die erforderliche Waldverjüngung trotz jagdlicher und waldbaulicher Massnahmen nicht erreichen lässt, werden an die Kosten für technische Massnahmen zur Wildschadenverhütung im Rahmen des Voranschlages Abgeltungen geleistet, soweit die Arbeitsleistungen der Jägerschaft und die aus dem kantonalen Wildschadenfonds stammenden Mittel nicht ausreichen.

"
47a *;"

Art. 47a *


2. Waldbauliche Massnahmen in Schutzwäldern

";"
1

An die Kosten der waldbaulichen Massnahmen in Schutzwäldern können Abgeltungen bis zu 100 Prozent der beitragsberechtigten Kosten gewährt werden.

"
48 *;"

Art. 48 *


      …
    
";
49 *;"

Art. 49 *


Finanzhilfen
      1. Bau von Waldstrassen

";"
1

An die Kosten für die Ergänzung, den Ausbau und die Wiederinstandstellung von Waldstrassen können Finanzhilfen bis zu 70 Prozent der beitragsberechtigten Kosten gewährt werden.

"
50;"

Art. 50


2. Unterhalt von Waldstrassen

";"
1

An die Kosten des periodischen Unterhalts von Waldstrassen können pauschal Finanzhilfen von bis zu 50 Prozent ausgerichtet werden, wenn *





        a
      

        die Strasse im Waldstrassenplan enthalten ist;
      





        b
      

        eine rechtlich selbständige Trägerschaft sowie eine zweckmässige Benützungs- und Unterhaltsregelung für die Waldstrasse bestehen
      





        c
      

        die Verkehrsbeschränkungen recht-und zweckmässig geregelt sind und korrekt vollzogen werden;
      





        d
      

        weitere regelmässige Benützerinnen und Benützer der Strasse sich am Unterhalt beteiligen und
      





        e
      

        der Unterhaltsbedarf von der Waldabteilung bestätigt ist.
      



2

Vernachlässigt die Trägerschaft den laufenden Unterhalt, können keine Beiträge ausgerichtet werden.

"
51;"

Art. 51


3. Absatzförderung von Holz

";"
1

An langfristig wirksame Absatzförderungsmassnahmen wie Information und Holzwerbung können Finanzhilfen bis zu 50 Prozent gewährt werden.



2

Beitragsberechtigt sind nicht gewinnorientierte Fachorganisationen, die im Kanton Bern tätig sind.



3

Massnahmen im Zusammenhang mit ausserordentlichen Schadenereignissen bleiben vorbehalten.

"
51a *;"

Art. 51a *


4. Seilkraneinsatz

";"
1

An die Kosten für den Einsatz von Seilkrananlagen können Finanzhilfen bis zu 70 Prozent der beitragsberechtigten Kosten gewährt werden.

"
51b *;"

Art. 51b *


5. Verbesserung der Bewirtschaftungsbedingungen

";"
1

An die Kosten für Massnahmen zur Verbesserung der Bewirtschaftungsbedingungen können Finanzhilfen bis zu 70 Prozent der beitragsberechtigten Kosten gewährt werden.

"
51c *;"

Art. 51c *


6. Forstliche Planungsgrundlagen

";"
1

An die Kosten für die Erstellung von forstlichen Planungsgrundlagen, die der Gewährleistung öffentlicher Interessen dienen, können Finanzhilfen bis zu 70 Prozent der beitragsberechtigten Kosten gewährt werden.



2

Als forstliche Planungsgrundlagen im Sinne von Absatz 1 gelten insbesondere regionale Bestandesaufnahmen nach einheitlichen kantonalen Kriterien und gestützt darauf ausgearbeitete Massnahmenpläne.

"
52;"

Art. 52


Reviervertrag

";"
1

Das KAWA kann die Aufgaben gemäss Artikel 40 KWaG[10] mit einem Leistungsvertrag einer geeigneten Trägerschaft übertragen. *



2

Der Leistungsvertrag regelt mindestens folgende Gegenstände: *





        a *


        Art, Umfang und Kontrolle der zu übertragenden Aufgaben,
      





        b
      

        Geltungsgebiet (Perimeter),
      





        c
      

        überprüfbare qualitative Vorgaben für die Aufgabenerfüllung,
      





        d *


…






        e
      

        Erfolgskontrolle,
      





        f *


        Pauschalentschädigung und
      





        g
      

        Vertragsdauer sowie Kündigung des Vertrages.
      



3

Kommt die Trägerschaft ihren Verpflichtungen nicht oder nur ungenügend nach, kann das KAWA die Entschädigung kürzen oder den Leistungsvertrag kündigen. *

"
53;"

Art. 53


Voraussetzungen für einen Vertragsabschluss

";"
1

Als Trägerschaft kantonaler Aufgaben fallen öffentlich-rechtliche Körperschaften, Genossenschaften sowie andere dauerhafte Zusammenschlüsse von Waldeigentümerinnen und -eigentümern in Betracht.



2

Die Trägerschaft muss über das erforderliche Fachpersonal nach Artikel 51 WaG[11] verfügen.



3

… *

"
54;"

Art. 54


Abgeltungen
      1. Beratung, Anzeichnung und Überwachung

";"
1

Der Aufwand für Beratung, Anzeichnung und Überwachung im Sinne von Artikel 40 Absatz 1 KWaG wird pauschal abgegolten. *



2

Massgebend für die Berechnung der Pauschalen sind die zu betreuende Waldfläche und die Besitzverhältnisse. *



3

Bei Geländeverhältnissen und Waldfunktionen, die besonderen zusätzlichen Aufwand verursachen, können Zuschläge bezahlt werden. *



4

Bei wesentlichen Änderungen der Vertragsgrundlagen ist die Pauschalabgeltung anzupassen.

"
55;"

Art. 55


2. Besondere Aufgaben

";"
1

Besondere Aufgaben können zusätzlich übertragen und in der Regel nach Aufwand abgegolten werden.



2

Verursacht die Überwachung des Waldzustandes aufgrund einer ausserordentlichen Schadensituation einen wesentlich grösseren Aufwand als angenommen, kann für die Mehrleistungen eine zusätzliche Entschädigung ausgerichtet werden.

"
56;"

Art. 56


3. Technische Forstverwaltungen

";"
1

Als technische Forstverwaltungen gelten Revierträgerschaften, die für die Leitung des Forstbetriebes eine forstliche Fachperson mit Wählbarkeitszeugnis hauptberuflich anstellen. *



2

Die technischen Forstverwaltungen werden vom KAWA anerkannt.



3

Sie haben Anspruch auf eine pauschale Zusatzentschädigung für Ingenieurarbeiten, die ihnen vom Forstdienst übertragen werden.

"
57 *;"

Art. 57 *


 

";"
1

Der Staatsforstbetrieb erstellt für die Staatswälder ein forstbetriebliches Planungswerk, das die wesentlichen mittel- und langfristigen Betriebsziele und Umsetzungsmassnahmen festlegt.



2

Das KAWA genehmigt die verbindlichen Teile des forstbetrieblichen Planungswerks.

"
58;"

Art. 58


Kostenlose Beratung

";"
1

Die Beratung ist im üblichen Rahmen in folgenden Bereichen kostenlos:





        a
      

        Holzanzeichnung und Waldbau,
      





        b
      

        einfache Auskünfte sowie praktische Ratschläge und Anleitungen,
      





        c
      

        Informationen zu Förderungsmassnahmen und
      





        d
      

        Erkennung und Quantifizierung von Naturgefahren sowie Begleitung bei der Planung von Schutzmassnahmen.
      

"
59;"

Art. 59


Kostenpflichtige Dienstleistungen

";"
1

Wo der Forstdienst zugunsten von Dritten Arbeiten übernimmt oder durch die von ihm verlangten Dienstleistungen ein offensichtlicher Vorteil entsteht, sind die Kosten den begünstigten Dritten aufzuerlegen.



2

In jedem Falle kostenpflichtig sind





        a
      

        Holzeinmessung und -klassierung,
      





        b
      

        Holzvermittlung und -verkauf,
      





        c
      

        Abstecken von Seillinien, Rückegassen, Wegen usw.,
      





        d
      

        Einsatzplanungen für Personal und Maschinen,
      





        e
      

        Projektierungen, Bauleitungen und Abrechnungen,
      





        f
      

        Gutachten sowie
      





        g
      

        Betriebsführung und -planung.
      

"
60 *;"

Art. 60 *


      …
    
";
61;"

Art. 61


Aufgaben des Forstdienstes

";"
1

Das KAWA kann Leistungen für die forstliche Grund-, Fort- und Weiterbildung sowie für die Berufsbildung fachverwandter Zweige erbringen. *



2

Es kann Finanzhilfen an die obligatorische Grundausbildung für Holzernte- und Motorsägearbeiten sowie die Fortbildung von ungelernten Arbeitskräften im Wald leisten. *



3

… *



4

… *



5

… *

"
62 *;"

Art. 62 *


      …
    
";
63;"

Art. 63


 

";"
1

Bei witterungsbedingten Arbeitsausfällen haben die Angestellten Anspruch auf eine Schlechtwetterentschädigung im Sinne des Arbeitslosenversicherungsrechtes.



2

Die Karenzzeit und die durch die Arbeitslosenversicherung nicht gedeckten Lohnausfälle gehen zu Lasten des Kantons.

"
63a *;"

Art. 63a *


 

";"
1

Stellt der Forstdienst Verstösse gegen die Waldgesetzgebung fest, ergreift er Massnahmen zu deren Behebung.



2

Er bringt andere von ihm festgestellte Rechtswidrigkeiten den zuständigen Behörden zur Kenntnis.

"
64;"

Art. 64


Waldfeststellungen vor Inkrafttreten des WaG

";"
1

Artikel 1 Absatz 3 gilt nicht für Waldfeststellungen, die vor dem 1. Januar 1993 vorgenommen wurden.

"
65;"

Art. 65


Organisation der Revierträgerschaften

";"
1

Mit Aufhebung des Revierbeschlusses durch das KAWA entfällt die Pflicht zur Bildung einer Revierkommission.



2

Die neuen Revierträgerschaften organisieren sich zweckmässig und bezeichnen die Ansprechpartnerinnen und -partner für den Forstdienst.



3

Sie





        a
      

        schliessen die Leistungsvereinbarung mit dem KAWA ab;
      





        b
      

        legen Rechenschaft über die Erfüllung des Leistungsauftrages ab und
      





        c
      

        fördern die Zusammenarbeit der Waldeigentümerinnen und -eigentümer innerhalb des Reviers.
      

"
66;"

Art. 66


Neuberechnung der Revierbeiträge

";"
1

Ab Inkrafttreten des KWaG werden die Revierbeiträge nach den Grundsätzen und Kriterien der Abgeltung des Leistungsauftrages nach Artikel 54 ff. berechnet und ausgerichtet.

"
67;"

Art. 67


Forstreservefonds

";"
1

Folgende Ausgaben dienen forstlichen Zwecken nach Artikel 54 Absätze 2 und 3 KWaG[12]:





        a
      

        Ersatzleistungen für geschmälerte Jahresnutzungen,
      





        b
      

        Finanzierung grösserer forstlicher Werke (wie z. B. Walderschliessungen, Aufforstungen und Werkzeughütten) und die Anschaffung grösserer Maschinen, wenn die ordentlichen Einnahmen des Forstbetriebes nicht ausreichen,
      





        c
      

        Deckung der Restkosten von Betriebsplanungsarbeiten und der Auslagen für Vermessungen und andere Planungen,
      





        d
      

        Erwerb von Waldeigentum und dinglichen Rechten im Wald,
      





        e
      

        Ausgleich von Betriebsdefiziten.
      

"
68;"

Art. 68


Aufhebung von Erlassen

";"
1

Folgende Erlasse werden aufgehoben





        1.
      

        Einführungsverordnung vom 22. Juni 1994 zum Bundesgesetz über den Wald,
      





        2.
      

        Verordnung vom 23. Juli 1974 betreffend Bauten in Waldnähe,
      





        3.
      

        Verordnung vom 6. Mai 1975 über Waldbewirtschaftungsverträge,
      





        4.
      

        Verordnung vom 6. Mai 1975 über die Forstreservefonds,
      





        5.
      

        Verordnung vom 31. Juli 1928 betreffend die Holzversteigerung des Staates,
      





        6.
      

        Verordnung vom 2. Dezember 1905 über die Organisation des Forstdienstes im Kanton Bern,
      





        7.
      

        Verordnung vom 5. Februar 1974 über die Organisation und Befugnisse der Revierkommissionen,
      





        8.
      

        Verordnung vom 22. November 1984 über die Berufslehre für Forstwarte,
      





        9.
      

        Verordnung vom 19. Oktober 1994 über die Anstellungsbedingungen des Personals über die Waldpflege und
      





        10.
      

        Verordnung vom 5. Februar 1974 über die Kostenteilung zwischen Waldeigentümern und Staat.
      

"
69;"

Art. 69


Inkrafttreten

";"
1

Diese Verordnung tritt unter Vorbehalt von Absatz 2 am 1. Januar 1998 in Kraft.



2

Artikel 49 und 50 treten am 1. Januar 2001 in Kraft.

"
