article_number;article_title;article_text
56;"

Art. 56


 

";"
1

Die Organe der wirtschaftlichen Landesversorgung sind





        a
      

        die POM,
      





        b
      

        die Geschäftsstelle der kantonalen Zentralstelle für wirtschaftliche Landesversorgung (KZWL) beim BSM,
      





        c
      

        die in der Sache zuständigen Direktionen und Organisationseinheiten der kantonalen Verwaltung,
      





        d
      

        vertraglich verpflichtete private Institutionen und Einzelpersonen,
      





        e
      

        die Regierungsstatthalterinnen und Regierungsstatthalter,
      





        f
      

        die zuständigen Gemeindebehörden mit ihrer Stelle für die wirtschaftliche Landesversorgung (GWL).
      

"
57;"

Art. 57


Organisation KZWL

";"
1

Die KZWL gliedert ihren Aufgabenkreis in sachbezogene Bereiche.



2

Sie fasst situationsgerecht und nach dem Baukastenprinzip einzelne oder alle Verantwortlichen der Bereiche in einem Führungsorgan zusammen.

"
58;"

Art. 58


Aufgaben der KZWL

";"
1

Der KZWL obliegen





        a
      

        die Planung, Vorbereitung, Anordnung und Durchführung sämtlicher Aufgaben und Massnahmen in allen Bereichen der wirtschaftlichen Landesversorgung, unter Vorbehalt der nachstehenden Aufgabenzuweisungen an andere Stellen,
      





        b
      

        die Koordination der Tätigkeiten der Organe der wirtschaftlichen Landesversorgung mit Weisungsrecht, unter Vorbehalt der sachlichen Zuständigkeit der Direktionen,
      





        c
      

        die Ausbildung der Kader aller Stufen, allenfalls unter Beizug von aussenstehenden Ausbildnerinnen und Ausbildnern.
      

"
59;"

Art. 59


Direktionen, Staatskanzlei

";"
1

Die Direktionen und die Staatskanzlei bezeichnen für jeden Teilbereich der wirtschaftlichen Landesversorgung die Verantwortlichen, die für die Umsetzung der Massnahmen der wirtschaftlichen Landesversorgung nach den Vorgaben der KZWL sorgen.

"
60;"

Art. 60


Regierungsstatthalterinnen und Regierungsstatthalter

";"
1

Die Regierungsstatthalterinnen und Regierungsstatthalter erfüllen Koordinationsaufgaben und übernehmen Führungsaufgaben, wenn die Gemeinden dazu nicht mehr in der Lage sind.



2

Sie überprüfen periodisch die Vorbereitungen der GWL nach den Vorgaben der KZWL.

"
61;"

Art. 61


Organisation der GWL

";"
1

Die Gemeinden bezeichnen die GWL und legen deren Organisation nach Vorgaben der KZWL fest.



2

Sie melden die Organisation der GWL sowie allfällige Änderungen periodisch der KZWL.

"
62;"

Art. 62


Aufgaben der GWL

";"
1

Die GWL treffen Vorbereitungen zur Sicherstellung der Versorgung in den Gemeinden mit lebenswichtigen Gütern und Dienstleistungen gemäss den Weisungen der KZWL.



2

Sie vollziehen in ihren Zuständigkeitsbereichen die von der KZWL angeordneten Massnahmen.

"
63;"

Art. 63


KZWL

";"
1

Angehörige der KZWL absolvieren im ersten Jahr nach Übernahme der Funktion die Grundausbildung des Bundes.



2

Sie besuchen die fachspezifischen Weiterbildungskurse des Bundes.

"
64;"

Art. 64


GWL

";"
1

Die KZWL bildet Angehörige der GWL nach Bedarf aus.

"
65;"

Art. 65


Gesuche zum Schutzraumbau

";"
1

Die Bauherrschaft reicht im Rahmen des Baubewilligungsverfahrens die Schutzraumbaugesuche oder Schutzraumbefreiungsgesuche nach den Vorgaben des BSM ein.



2

Die Gemeinden melden dem BSM nach seinen Vorgaben innert 30 Tagen





        a
      

        den Abschluss der Schnurgerüstabnahme,
      





        b
      

        die Eigentümerin oder den Eigentümer der Neubaute zum Zeitpunkt der Schnurgerüstabnahme.
      

"
66;"

Art. 66


Beurteilung der Schutzraumbaupflicht

";"
1

Massgebend für die Festlegung der Schutzraumbaupflicht sind die Anzahl Zimmer gemäss Baugesuch sowie die Schutzraumbilanz der Gemeinden.



2

Gemeinden mit weniger als 1000 Einwohnerinnen und Einwohnern können eine Bauherrschaft verpflichten, bei Wohnhäusern mit weniger als 38 Zimmern Schutzräume zu erstellen.

"
67;"

Art. 67


Kulturgüterschutz

";"
1

Bei Bauvorhaben sind die Eigentümerinnen und Eigentümer sowie Besitzerinnen und die Besitzer von beweglichen Kulturgütern im Rahmen der technischen Möglichkeiten verpflichtet, Kulturgüterschutzräume zu erstellen oder zu dulden.

"
68;"

Art. 68


Anpassung von Schutzräumen

";"
1

Die Gesuche um Anpassung von privaten und öffentlichen Schutzräumen sind über die Gemeinde beim BSM einzureichen. Das BSM entscheidet nach Vorgaben des Bundes und auf Antrag der Gemeinden über die Gesuche.

"
69;"

Art. 69


Aufhebung von Schutzräumen

";"
1

Die Gesuche um Aufhebung von privaten und öffentlichen Schutzräumen sind über die Gemeinde beim BSM einzureichen.



2

Das BSM entscheidet nach Vorgaben des Bundes und auf Antrag der Gemeinde über die Gesuche.



3

Werden öffentliche Schutzräume oder Schutzanlagen aufgehoben, so werden bei der Berechnung des zurückzuerstattenden Kantonsbeitrags Abschreibungen gemäss Artikel 39a der Verordnung des Bundesrates vom 5. Dezember 2003 über den Zivilschutz (Zivilschutzverordnung, ZSV)[5] angemessen berücksichtigt.

"
70;"

Art. 70


Schlusskontrollen bei neuen und erneuerten Schutzräumen

";"
1

Die Schlusskontrolle der neu erstellten oder erneuerten privaten Schutzräume und die Durchsetzung der Mängelbehebung erfolgt durch die Gemeinde.



2

Die Gemeinde meldet den Vollzug an das BSM.



3

Die Schlusskontrolle der öffentlichen Schutzräume und der Kulturgüterschutzräume sowie die Durchsetzung der Mängelbehebung erfolgen durch das BSM.

"
71;"

Art. 71


Regelung der Einsatzbereitschaft und des Vollzugs der Steuerung des Schutzraumbaus

";"
1

Die Gemeinden sind verantwortlich, dass unter Berücksichtigung der Vorgaben von Bund und Kanton die Einsatzbereitschaft der baulichen und technischen Infrastruktur sowie der personellen und materiellen Mittel im Bereich der Schutzbauten geregelt werden.



2

Sie regeln den Vollzug der Massnahmen zur Steuerung des Schutzraumbaus und zur Werterhaltung und Betriebsbereitschaft von Schutzräumen und -anlagen.

"
72;"

Art. 72


Periodische Schutzraumkontrolle (PSK)

";"
1

Die Gemeinden führen die PSK nach den Vorgaben des Bundes und des BSM durch und reichen deren Ergebnis beim BSM ein.



2

Das BSM koordiniert die Durchführung der PSK im Kanton Bern und legt das Vorgehen fest.



3

Es darf nur durch das BSM geschultes Kontrollpersonal eingesetzt werden.

"
73;"

Art. 73


Grundsatz

";"
1

Die Zuweisung der ständigen Wohnbevölkerung auf die Schutzräume ist durch die Gemeinde mindestens alle fünf Jahre gemäss den Vorgaben des Bundes und des BSM nachzuführen.



2

Innerhalb des Gebiets einer Zivilschutzorganisation kann die Zuweisung auch über die Gemeindegrenzen hinweg erfolgen.



3

Die Zuweisung kann nur in vollwertige Schutzräume erfolgen.

"
74;"

Art. 74


Industrie- und Gewerbegebäude

";"
1

Die für den Arbeitsbereich (z.B. Industrie- und Gewerbegebäude) erstellten Schutzräume können durch die Gemeinde berücksichtigt werden, sofern eine Zuweisung der Bevölkerung möglich und zumutbar ist und die Bedingungen des Betriebes dies zulassen.

"
75;"

Art. 75


Ferienhäuser und Ferienwohnungen

";"
1

Ferienhäuser und Gebäude mit Ferienwohnungen unterliegen wie normale Wohnhäuser der Schutzraumbau- oder Ersatzbeitragspflicht gemäss Artikel 46 Absatz 2 BZG.



2

Verfügt der Schutzraum eines Ferienhauses oder eines Gebäudes mit Ferienwohnungen über mehr als fünf Schutzplätze, so kann er unter Abzug von mindestens zwei Schutzplätzen für die Eigentümerinnen und Eigentümer des Ferienhauses oder jeder Ferienwohnung an die Schutzraumbilanz der Gemeinde angerechnet und für die Zuweisung der ständigen Wohnbevölkerung verwendet werden.



3

Für Eigentümerinnen und Eigentümer von Ferienhäusern ohne Schutzraum im Ferienhaus muss kein Schutzplatz in der Gemeinde reserviert werden.

"
76;"

Art. 76


 

";"
1

Der pro nicht erstelltem Schutzplatz zu leistende Ersatzbeitrag beträgt





        a
      

        für 1 bis 20 Schutzplätze 800 Franken,
      





        b
      

        für 21 bis 40 Schutzplätze 700 Franken,
      





        c
      

        für 41 und mehr Schutzplätze 600 Franken.
      



2

Das Inkasso der Ersatzbeiträge erfolgt durch das BSM. Dieses äufnet damit einen Ersatzbeitragsfonds.

"
77;"

Art. 77


Grundsatz

";"
1

Der Ersatzbeitragsfonds setzt sich aus mehreren Teilen zusammen:





        a
      

        Die vor Inkrafttreten der Änderung vom 17. Juni 2011 des BZG geäufneten Teile des Ersatzbeitragsfonds verbleiben bis zum 31. Dezember 2019 bei den Gemeinden.
      





        b
      

        Der nach Inkrafttreten der Änderung vom 17. Juni 2011 des BZG geäufnete Teil des Ersatzbeitragsfonds verbleibt beim Kanton und wird durch das BSM verwaltet.
      

"
78;"

Art. 78


Verwaltung durch den Kanton Bern

";"
1

Beim durch den Kanton Bern verwalteten Ersatzbeitragsfonds handelt es sich um eine Spezialfinanzierung nach Artikel 14 des Gesetzes vom 26. März 2002 über die Steuerung von Finanzen und Leistungen (FLG)[6]. Die Verwaltung obliegt dem BSM.



2

Die Budgetierung erfolgt im Rahmen des Aufgaben- und Finanzplans sowie des Voranschlags. Die Rechnungslegung erfolgt nach Artikel 5 FLG. Die Spezialfinanzierung wird im Geschäftsbericht thematisiert.



3

Die dem Kanton durch die Verwaltung des Ersatzbeitragsfonds entstehenden Kosten gehen zulasten des Fonds. Der Regierungsrat legt eine entsprechende Pauschalentschädigung gemäss Artikel 14 Absatz 5 FLG durch Beschluss fest.

"
79;"

Art. 79


Fondsreglement

";"
1

Die POM regelt die Einzelheiten des Ersatzbeitragsfonds in einem Fondsreglement. Dieses enthält namentlich ergänzende Bestimmungen zu





        a
      

        der Verwaltung des Ersatzbeitragsfonds,
      





        b
      

        den Entnahmen aus dem Ersatzbeitragsfonds,
      





        c
      

        der Verwendung der Ersatzbeiträge.
      

"
80;"

Art. 80


Genehmigung der Entnahmen

";"
1

Entnahmen aus dem Ersatzbeitragsfonds zugunsten von Gemeinden, Zivilschutzorganisationen und Privaten sind vorgängig durch das BSM mittels Verfügung zu genehmigen und durch die ausgabenbefugte Stelle zu bewilligen.



2

Entnahmen des BSM aus dem Ersatzbeitragsfonds sind durch die POM mittels Verfügung zu bewilligen.

"
81;"

Art. 81


Ausgabenbefugnisse

";"
1

Die Ausgabenbefugnisse für Entnahmen aus dem durch den Kanton verwalteten Teil des Ersatzbeitragsfonds richten sich nach Artikel 81 KBZG und Artikel 152 der Verordnung vom 3. Dezember 2003 über die Steuerung von Finanzen und Leistungen (FLV)[7]. Die Ausgabenbefugnisse des Regierungsrates werden an die POM übertragen. Diese kann ihre Ausgabenbefugnisse gemäss Artikel 153 FLV an das BSM delegieren.



2

Entnahmen aus dem durch den Kanton verwalteten Teil des Ersatzbeitragsfonds können nur solange erfolgen, als dass dieser über die entsprechenden Mittel verfügt. Vorschüsse aus der Laufenden Rechnung sind nicht zulässig.



3

Die Ausgabenbefugnisse für Entnahmen aus den bei den Gemeinden verbleibenden Teilen des Ersatzbeitragsfonds richten sich nach den jeweiligen Vorschriften der Gemeinden.

"
82;"

Art. 82


Gesuchsberechtigte und Gesuchsform

";"
1

Gesuche für eine Entnahme aus dem Ersatzbeitragsfonds können eingereicht werden durch





        a
      

        eine Gemeinde,
      





        b
      

        eine Zivilschutzorganisation,
      





        c
      

        Private,
      





        d
      

        das BSM.
      



2

Die Gesuche sind gemäss den Vorgaben des BSM schriftlich einzureichen, zu begründen und zu dokumentieren





        a
      

        mit gültigen Offerten oder Kostenvoranschlägen, wenn sie bauliche Massnahmen betreffen,
      





        b
      

        mit Kaufofferten, wenn sie Anschaffungen betreffen,
      





        c
      

        mit Abrechnungen, wenn sie Dienstleistungen betreffen.
      



3

Nach Abschluss baulicher Massnahmen ist dem BSM eine Abrechnung einzureichen.

"
83;"

Art. 83


Gemeinden

";"
1

Eine Gemeinde ist berechtigt, Gesuche für Entnahmen aus dem Ersatzbeitragsfonds direkt beim BSM schriftlich einzureichen.



2

Sie kann eine Zivilschutzorganisation schriftlich ermächtigen, an ihrer Stelle ein Gesuch einzureichen.

"
84;"

Art. 84


Zivilschutzorganisation

";"
1

Für die Beschaffung von Material des Zivilschutzes gemäss Artikel 75 Absatz 5 KBZG steht einer Zivilschutzorganisation auf Gesuch ein vom BSM jährlich festgelegter Betrag aus dem Ersatzbeitragsfonds zur Verfügung.



2

Bis zum Umfang des Betrags gemäss Absatz 1 ist eine Zivilschutzorganisation berechtigt, Gesuche für Entnahmen aus dem Ersatzbeitragsfonds direkt beim BSM schriftlich einzureichen.



3

Darüber hinaus kann eine Zivilschutzorganisation mit dem schriftlichen Einverständnis ihrer angeschlossenen Gemeinden Gesuche für weitere Entnahmen für weitere Zivilschutzmassnahmen aus dem Ersatzbeitragsfonds einreichen. Der Anteil jeder Gemeinde am Gesamtbetrag des Gesuchs muss dabei aufgeschlüsselt und klar ausgewiesen sein.

"
85;"

Art. 85


Private

";"
1

Private reichen Gesuche für Entnahmen aus dem Ersatzbeitragsfonds für die Erneuerung privater Schutzräume gemäss den Vorgaben des Bundes und des BSM über die Standortgemeinde der Liegenschaft ein. Die Gemeinde nimmt zu den Gesuchen Stellung und leitet diese ans BSM weiter.

"
86;"

Art. 86


BSM

";"
1

Das BSM reicht Gesuche für Entnahmen aus dem Ersatzbeitragsfonds bei der POM ein.

"
87;"

Art. 87


Anrechenbare Kosten

";"
1

Bei einer Finanzierung aus dem Ersatzbeitragsfonds genehmigt das BSM die anrechenbaren Kosten. In der Regel werden die tatsächlichen Kosten gemäss Beleg oder Abrechnung vergütet.



2

Im öffentlichen Schutzraumbau kann das BSM an Stelle einer Kostenabrechnung einen Pauschalbetrag pro Schutzplatz in der Höhe von maximal 1800 Franken genehmigen.

"
88;"

Art. 88


Grundsätze

";"
1

Die Verwendung der Ersatzbeiträge richtet sich nach den Vorgaben des Bundes.



2

In erster Priorität sind die Ersatzbeiträge für die Erstellung, die Ausrüstung, den Betrieb, den Unterhalt und die Erneuerung von öffentlichen Schutzräumen zu verwenden.



3

In zweiter Priorität sind die Ersatzbeiträge für die Erneuerung von privaten Schutzräumen zu verwenden, sofern die Eigentümerinnen und Eigentümer ihren Sorgfaltspflichten in Bezug auf die Schutzräume nachgekommen sind.

"
89;"

Art. 89


Weitere Verwendungsmöglichkeiten

";"
1

Die verbliebenen Fondsmittel können für weitere Verwendungsmöglichkeiten gemäss Artikel 22 Absatz 1 Buchstabe c ZSV verwendet werden, sofern





        a
      

        kein Schutzplatzdefizit besteht und die privaten Schutzräume erneuert sind,
      





        b
      

        oder der Fonds den Betrag von 1800 Franken pro Schutzplatz zur Erstellung der benötigten öffentlichen Schutzräume aufweist und eine rollende Planung zur Erneuerung der privaten Schutzräume vorliegt, die eine etappierte Erneuerung als finanzierbar ausweist.
      



2

Der Begriff der weiteren Zivilschutzmassnahmen ist in dem Sinn eng auszulegen, als dass nur Massnahmen in Zusammenhang mit dem Zivilschutz als solchem zu verstehen sind. Die POM legt den Katalog der zulässigen Massnahmen in einer Direktionsverordnung fest.



3

Wiederkehrende Kosten wie etwa Mieten oder Gemeindebeiträge an Verbände und Ähnliches dürfen nicht mit Ersatzbeiträgen finanziert werden. Ausnahmen sind im Bereich der Schutzbauten (für Betrieb und Unterhalt) möglich.



4

Nicht unter die weiteren Zivilschutzmassnahmen fallen Massnahmen in Zusammenhang mit den kantonalen, regionalen und kommunalen Zivilschutzverwaltungen, wie etwa die Löhne der Angestellten.

"
90;"

Art. 90


Finanzkompetenzen

";"
1

Die Chefinnen und die Chefs des KFO und der VKFO sowie die Chefin oder der Chef Führungsstab des KFO verfügen für die Erfüllung unaufschiebbarer Führungs- und Koordinationsaufgaben bei Katastrophen, Grossereignissen und in Notlagen über eine Finanzkompetenz von 100 000 Franken auf Kantonsebene und von 25 000 Franken auf Ebene des Verwaltungskreises.

"
91;"

Art. 91


Ausbildungskosten

";"
1

Die Partnerorganisationen des Bevölkerungsschutzes sowie der Gemeinden und die gemäss Artikel 5 Absatz 2 KBZG Verpflichteten übernehmen die eigenen Kosten für Schulungen und Einsatzübungen, soweit sie nicht Dritten übertragen werden können.



2

Die Ausbildungskosten des KFO und der VKFO werden vom BSM getragen. Dieses macht hierzu die entsprechenden Vorgaben.

"
92;"

Art. 92


Einsatzkosten

";"
1

Die Entschädigung der Feuerwehr bei Nachbarschaftshilfe und beim Beizug von Sonderstützpunkten richtet sich nach der Feuerwehrgesetzgebung.



2

Die Entschädigung des Zivilschutzes bei überörtlicher Hilfe richtet sich nach den Artikeln 29 bis 31 KZSV.



3

Die Einsatzkosten des KFO und der VKFO trägt die POM.



4

Die Übernahme der Einsatzkosten der Institutionen des öffentlichen und des privaten Gesundheitswesens, einschliesslich des sanitätsdienstlichen Rettungsdienstes, richten sich nach den Vorgaben der GEF.



5

Die Kostentragung bei Tierseuchen richtet sich nach dem Kantonalen Landwirtschaftsgesetz vom 16. Juni 1997 (KLwG)[8].

"
93;"

Art. 93


Infrastrukturkosten

";"
1

Die Partnerorganisationen des Bevölkerungsschutzes sowie der Gemeinden übernehmen die eigenen Kosten für ihre notwendige Infrastruktur, soweit sie nicht Dritten übertragen werden können.



2

Die VKFO basieren auf bestehenden Infrastrukturen der jeweiligen Regierungsstatthalterämter.



3

Das BSM definiert Minimalstandards für die Führungsstandorte der VKFO und leistet einmalige Beträge für deren Ausrüstung. Wiederkehrende Kosten sind durch die Regierungsstatthalterämter zu tragen.



4

Im Rahmen des ordentlichen Budgetprozesses können die Regierungsstatthalterinnen und Regierungsstatthalter beim BSM um die Übernahme weiterer Infrastrukturkosten ersuchen.

"
94;"

Art. 94


Entschädigungen und Spesen

";"
1

Entschädigungsansprüche von Mitarbeiterinnen und Mitarbeitern der Kantonsverwaltung für Dienstleistungen in Führungsorganen richten sich nach der Personalgesetzgebung.



2

Spesenaufwendungen der Mitarbeiterinnen und Mitarbeiter der Kantonsverwaltung gehen zu Lasten ihrer Direktion.



3

Beauftragte des Kantons haben Anspruch auf ein sozialversicherungspflichtiges Taggeld und Spesenentschädigung. Die Taggeldansätze werden vom Regierungsrat durch Beschluss festgelegt.



4

Die Entschädigung für den Einsatz des Personals und der Beauftragten der Gemeinden bestimmt sich nach deren Vorschriften.

"
95;"

Art. 95


Krankentaggeld

";"
1

Das BSM stellt für Bezügerinnen und Bezüger von Taggeldern die Leistung für Krankentaggelder sicher.

"
96;"

Art. 96


Unfallversicherung

";"
1

Den Bezügerinnen und Bezügern von Taggeldern werden die Versicherungsleistungen gemäss Bundesgesetz vom 20. März 1981 über die Unfallversicherung (UVG)[9] gewährt.



2

Für die Mitarbeiterinnen und Mitarbeiter der Kantonsverwaltung gelten die Bestimmungen der Personalgesetzgebung.



3

Den Gemeinden obliegt die Versicherung ihres Personals und ihrer Beauftragten.

"
97;"

Art. 97


Koordinierter Sanitätsdienst

";"
1

Die GEF kann Beiträge an die Kosten für die Anschaffung und den Unterhalt des sanitätsdienstlichen Schutzmaterials und der -infrastrukturen leisten.

"
98;"

Art. 98


Notfallplanung Naturgefahren

";"
1

An die Kosten für die Erstellung einer Notfallplanung Naturgefahren leistet der Kanton den betroffenen Gemeinden, die die vom BSM festgelegten Voraussetzungen erfüllen, einen Beitrag von 25 Prozent der ausgewiesenen Gesamtkosten.



2

Die Leistung von Bundesbeiträgen ist Voraussetzung für die Leistung von Kantonsbeiträgen.



3

Gemeinden, die eine Notfallplanung Naturgefahren erstellen, können beim BSM um einen Kantonsbeitrag ersuchen. Über Ausnahmen und die Priorisierung der Gemeinden entscheidet das BSM.

"
99;"

Art. 99


 

";"
1

Das BSM kann Weisungen in seinem Zuständigkeitsbereich erlassen.

"
100;"

Art. 100


Änderung eines Erlasses

";"
1

Die Verordnung vom 18. Oktober 1995 über die Organisation und die Aufgaben der Polizei- und Militärdirektion (Organisationsverordnung POM, OrV POM)[10] wird wie folgt geändert:

"
101;"

Art. 101


Aufhebung eines Erlasses

";"
1

Die Verordnung vom 27. Oktober 2004 über den Bevölkerungsschutz (Kantonale Bevölkerungsschutzverordnung, BeV) (BSG 521.10) wird aufgehoben.

"
102;"

Art. 102


Inkrafttreten

";"
1

Diese Verordnung tritt am 1. Januar 2015 in Kraft.

"
