article_number;article_title;article_text
42;"

Art. 42


Entwurf der Reglemente, des Perimeters und des Mitgliederverzeichnisses

";"
1

Der Gemeinderat arbeitet Entwürfe für das Gemeindereglement (Organisationsreglement oder sonst ein Reglement), das Korporationsreglement und den Perimeterplan des einzubeziehenden Grundeigentums aus und erstellt ein Verzeichnis der Eigentümer der betroffenen Grundstücke (Art. 655 Abs. 2 Ziff. 1 bis 3 ZGB[21]).



2

Im Gemeindereglement wird festgelegt, welche Gewässer die Korporation zu betreuen hat und wie die Aufgaben zwischen Gemeinde und Korporation verteilt werden sollen.



3

Das Korporationsreglement muss mindestens folgende Sachbereiche regeln:





        a
      

        die Aufgaben der Korporation;
      





        b
      

        die Organe und deren Kompetenzen und Pflichten;
      





        c
      

        das notwendige Mehr bei Wahlen;
      





        d
      

        die Mittelbeschaffung;
      





        e
      

        die Rechte und Pflichten der Mitglieder.
      



4

Im Mitgliederverzeichnis können auch Inhaber von Durchleitungs- oder Wegrechten erfasst werden, falls diese in die Schwellenkorporation aufgenommen werden sollen.

"
43;"

Art. 43


Vorprüfung

";"
1

Die Entwürfe des Reglements und des Perimeterplans werden beim Tiefbauamt in dreifacher Ausfertigung zur Vorprüfung eingereicht.



2

Die Vorprüfung durch das Tiefbauamt erfolgt unter Anhörung des Amtes für Gemeinden und Raumordnung. *

"
44;"

Art. 44


Einspracheverfahren

";"
1

Der Gemeinderat lässt die Reglementsentwürfe sowie die Entwürfe des Perimeterplans und des Mitgliederverzeichnisses während 30 Tagen mit Hinweis auf die Einsprachebefugnis öffentlich auflegen.



2

Die Bekanntmachung der Auflage erfolgt nach den Vorschriften der Gemeindeverordnung. Auswärts wohnende Grundeigentümer, die ihre Wohnadresse auf der Gemeindeschreiberei hinterlegt haben, sind schriftlich zu benachrichtigen.



3

Zur Einsprache berechtigt sind





        a *


        die Behörden des Kantons und der Gemeinden und die Organe von Gemeindeverbindungen und Schwellenkorporationen zur Wahrung der ihnen anvertrauten öffentlichen Interessen;
      





        b *


        wer besonders berührt und in schutzwürdigen Interessen betroffen ist.
      



4

Die Einsprache ist schriftlich und begründet während der Auflagefrist bei der Gemeindeverwaltung einzureichen.



5

Einspracheverhandlungen sind in Gemeinden mit Grossem Gemeinderat oder Stadtrat vor der Beratung der Vorlagen in diesem Rat, in den übrigen Gemeinden vor der Gemeindeabstimmung abzuhalten.

"
45;"

Art. 45


Beschlussfassung durch die Stimmberechtigten

";"
1

Die Regelung im Gemeindereglement gemäss Artikel 42 Absatz 2 ist den Stimmberechtigten zur Abstimmung zu unterbreiten. Für die Orientierung gelten die Vorschriften der Gemeindeverordnung[22].

"
46;"

Art. 46


Genehmigung des Gemeindereglementes und des Perimeterplans

";"
1

Der Gemeinderat reicht das Gemeindereglement und den Entwurf des Perimeterplans und des Mitgliederverzeichnisses mit den Einsprachen und seinen Anträgen bei der Bau-, Verkehrs- und Energiedirektion zur Genehmigung zur Genehmigung durch das Tiefbauamt ein. Er legt den Entwurf des Korporationsreglementes bei. *



2

Die Gemeinde überweist eine Kopie dieser Unterlagen an das Regierungsstatthalteramt. *



3

Das Tiefbauamt überprüft das Gemeindereglement und den Entwurf des Perimeterplans auf ihre Recht- und Zweckmässigkeit und bereinigt das Mitgliederverzeichnis. Es hört dabei das Amt für Gemeinden und Raumordnung an. *



4

Das Tiefbauamt kann nach Anhörung des Gemeinderates und der betroffenen Grundeigentümer gesetzwidrige oder unzweckmässige Regelungen im Genehmigungsbeschluss ändern. *



5

Das Tiefbauamt entscheidet vorerst nur über die Einsprachen, die das Gemeindereglement, den Perimeterplan oder das Mitgliederverzeichnis betreffen. Noch nicht geprüft werden die Einsprachen gegen Bestimmungen des Korporationsreglementsentwurfes. *



6

Die Genehmigung des Gemeindereglementes, des Perimeterplans und des Mitgliederverzeichnisses erfolgt unter dem Vorbehalt der Gründung der Schwellenkorporation.



7

… *

"
47;"

Art. 47


Wirkungen des Perimeterplans und des Mitgliederverzeichnisses

";"
1

Der genehmigte Perimeterplan und das bereinigte Mitgliederverzeichnis bezeichnen die in der Schwellenkorporation zu erfassenden Eigentümer von Grundstücken und Inhaber von Durchleitungs- und Wegrechten.



2

Sie bilden die Grundlage für die Einladung zur Gründungsversammlung durch den Gemeinderat.

"
48;"

Art. 48


Gründungsversammlung

";"
1

In der Gründungsversammlung hat jedes künftige Korporationsmitglied eine Stimme für jedes Grundstück, dessen Eigentümer es ist, und für jedes Baurecht und, falls die Durchleitungs- und Wegberechtigten in die Schwellenkorporation aufgenommen werden sollen (Art. 42 Abs. 4), eine Stimme für jedes Durchleitungsrecht und für jedes Wegrecht.



2

Die Gründung ist beschlossen, wenn die Mehrheit der Anwesenden dem Reglement zustimmt.



3

Nach Annahme des Reglements wählt die Versammlung nach den dortigen Bestimmungen die Organe. Ist während der Gründungsversammlung die Zahl derer, die zu wählen sind, vergrössert worden, ist für die Wahl eine neue Versammlung einzuberufen.

"
49;"

Art. 49


Genehmigung des Korporationsreglementes

";"
1

Das Tiefbauamt genehmigt das Korporationsreglement und entscheidet über die unerledigten Einsprachen. Es hört das Amt für Gemeinden und Raumordnung vor dem Entscheid an. *

"
50;"

Art. 50


Wirkung

";"
1

Mit der Genehmigung ihres Reglementes erwirbt die Schwellenkorporation die Rechtspersönlichkeit. Sie steht unter den Bestimmungen des Gemeindegesetzes[23]. Die Organe werden jedoch nicht vereidigt.



2

Die Erfüllungspflicht für die übertragenen Wasserbauaufgaben geht mit der Genehmigung auf die Schwellenkorporation über, ausser im Genehmigungsbeschluss werde ein anderes Datum festgelegt.

"
51;"

Art. 51


Vor der Genehmigung eingegangene Verpflichtungen

";"
1

Ist vor der Genehmigung im Namen der Schwellenkorporation gehandelt worden, so haften die Handelnden persönlich und solidarisch.



2

Wurden solche Verpflichtungen ausdrücklich im Namen der zu bildenden Schwellenkorporation eingegangen und innerhalb einer Frist von drei Monaten nach der Genehmigung von der Schwellenkorporation übernommen, so werden die Handelnden befreit und es haftet nur noch die Schwellenkorporation.

"
52;"

Art. 52


 

";"
1

Für die Änderung des Gemeindereglementes, des Korporationsreglementes oder des Perimeters gilt die Gemeindeverordnung[24], soweit das Wasserbaugesetz[25] oder diese Verordnung nichts anderes bestimmen.



2

Eine Änderung der betreuten Gewässerstrecken oder der von der Korporation übernommenen Aufgaben setzt die Änderung des Gemeindereglementes voraus. Sie kommt nur zustande, wenn ihr sowohl die Stimmberechtigten der Gemeinde als auch die Korporation zustimmen.



3

In der Korporation wird in der bisherigen und der neuen Zusammensetzung der Mitgliederversammlung über die Änderung des Perimeters beschlossen. Der Perimeter wird nicht geändert, wenn einer dieser Beschlüsse nicht zustande kommt. Über die Änderung des Korporationsreglementes wird danach in der neuen Zusammensetzung abgestimmt.



4

Die Änderungen unterliegen der Genehmigung durch das Tiefbauamt. Diese hört das Amt für Gemeinden und Raumordnung an. *



5

… *

"
53;"

Art. 53


Auflösungsbeschluss

";"
1

Will die Schwellenkorporation sich auflösen, so kündigt sie dies mindestens ein Jahr vor der geplanten Auflösungsversammlung dem Gemeinderat und dem Tiefbauamt an.



2

Ist der Gemeinderat der Ansicht, die Auflösung erfolge zur Unzeit, und können sich der Gemeinderat und die Korporation über den Auflösungszeitpunkt nicht einigen, so kann die Gemeinde innerhalb von 60 Tagen seit der Ankündigung gemäss Absatz 1 beim Tiefbauamt beantragen, es habe verbindlich festzulegen, auf welchen Zeitpunkt die Auflösung zulässig sei.



3

Die Korporation kann vom Tiefbauamt nicht verpflichtet werden, die Wasserbauaufgaben gegen ihren Willen länger zu erfüllen, als dies für eine zweckmässige Übergangsregelung erforderlich ist. Das Tiefbauamt kann im Entscheid über den Zeitpunkt der Auflösung auch über Art und Weise der Fertigstellung angefangener Wasserbauwerke entscheiden. Der Entscheid des Tiefbauamtes kann gemäss Artikel 51 Absatz 2 WBG[26] angefochten werden. *



4

Die Auflösung ist beschlossen, wenn ihr die Mehrheit der Anwesenden an der Mitgliederversammlung zustimmt.

"
54;"

Art. 54


Wirkung

";"
1

Mit der Auflösung, die auf die ordnungsgemässe Ankündigung hin oder entsprechend der Festlegung des Tiefbauamtes beschlossen wurde, geht die Erfüllungspflicht für die Wasserbauaufgaben unmittelbar auf die Gemeinde über.



2

Die Anpassung des Gemeindereglementes erfolgt innert eines Jahres seit dem Auflösungsbeschluss der Schwellenkorporation.

"
55;"

Art. 55


Liquidation

";"
1

Die Liquidation obliegt den Organen der Schwellenkorporation.



2

Ergibt sich ein Liquidationsüberschuss und hat die Gemeinde der Korporation in den letzten fünf Jahren Beiträge geleistet, die nicht projektgebunden waren, so sind die Beiträge der Gemeinde anteilmässig zurückzuerstatten.



3

Das verbleibende Vermögen darf nur an die Korporationsmitglieder verteilt werden, falls das Korporationsreglement dies vorsieht. Andernfalls geht es an die Gemeinde zur Erfüllung ihrer Wasserbauaufgaben an den ehemals der Korporation unterstellten Gewässern. Die Korporation kann es der Gemeinde auch zur freien Verfügung überlassen, doch kann sie keine andere Zweckbindung vorbehalten.

"
56;"

Art. 56


Allgemeines
      1 Abschliessende Regelung im Wasserbaugesetz

";"
1

Wo das Wasserbaugesetz[27] einen Gegenstand abschliessend regelt, sind widersprechende Bestimmungen eines Gemeinde-, Gemeindeverbands- oder Korporationsreglementes sofort aufgehoben. Das gilt insbesondere für Umfang und Träger der Wasserbaupflicht, Planungs- und Handlungsgrundsätze, Verfahren, Vorteilsabgaben und Aufsicht.

"
57;"

Art. 57


2 Fristwahrung, Nachfrist

";"
1

Die Fristen zur Anpassung der Gemeinde-, Verbands- oder Korporationsreglemente gelten durch die Einreichung beim Regierungsstatthalter zur Genehmigung durch das Tiefbauamt als gewahrt. *



2

Bei Nichteinhaltung der Frist kann das Tiefbauamt eine Nachfrist setzen. Sie kann die Nachfristansetzung mit der Androhung verbinden, nach unbenütztem Ablauf der Nachfrist die Anpassung von Amtes wegen vorzunehmen. *

"
58;"

Art. 58


Anpassung der Vorschriften in Gemeinden mit bestehenden Schwellenkorporationen (Art. 61 WBG)
      1 Grundsatz

";"
1

Solange in der Gemeinde und in der Schwellenkorporation nichts anderes beschlossen wird, gilt die Erfüllung der Wasserbauaufgaben an den Gewässern, die unter altem Recht von der Schwellenkorporation betreut wurden, als übertragen im Sinne von Artikel 12 Absatz 2 des Wasserbaugesetzes[28].

"
59;"

Art. 59


2 Gemeindebeschluss

";"
1

Die Gemeinde entscheidet innert eines Jahres seit Inkrafttreten des Wasserbaugesetzes[29], ob sie die übrigen Gewässer ebenfalls der Schwellenkorporation übertragen will, oder ob sie die Erfüllung der Wasserbaupflicht teilweise oder ganz zurücknehmen will.



2

Soweit die Gemeinde die Wasserbaupflicht selbst erfüllt, gilt Artikel 60 des Wasserbaugesetzes.

"
60;"

Art. 60


3 Anpassung des Korporationsreglementes

";"
1

Die Schwellenkorporation passt innert drei Jahren seit Inkrafttreten des Wasserbaugesetzes[30] die Bestimmungen des Korporationsreglementes über ihre Organisation und die Erhebung ihrer Beiträge den neuen Vorschriften an.



2

Bei Nichteinhaltung der Frist gemäss Absatz 1 kann das Tiefbauamt mit der Nachfristansetzung gemäss Artikel 57 Absatz 2 auch die Androhung verbinden, nach unbenütztem Ablauf der Nachfrist die Korporation aufzulösen. *

"
61;"

Art. 61


4 Anwendbares Verfahren

";"
1

Im übrigen erfolgt die Anpassung der Vorschriften im Verfahren gemäss Artikel 52.

"
62;"

Art. 62


Anpassung der Vorschriften in bestehenden Gemeindeverbänden

";"
1

Soweit hier nicht etwas anderes bestimmt wird, erfolgt die Änderung des Verbandsreglementes nach den Vorschriften der Gemeindeverordnung.

"
63;"

Art. 63


 

";"
1

Das Wasserbaugesetz und diese Verordnung treten am 1. Januar 1990 in Kraft. *

"
