article_number;article_title;article_text
59;"

Art. 59


Grundsatz

";"
1

Aktiv eingeteilte Schutzdienstpflichtige sind gemäss den Vorgaben des Bundes und des Kantons auszubilden. Sie absolvieren die Grundausbildung spätestens bis zum Ende des Jahres, in dem sie das 26. Altersjahr vollendet haben.



2

Schutzdienstpflichtige, die ohne Grundausbildung in die Personalreserve eingeteilt werden, können bis zum Ende des Jahres, in dem sie 30 Jahre alt werden, zur Grundausbildung aufgeboten werden.



3

Personen, die eingebürgert werden und bei der Einbürgerung älter als 25 Jahre sind, absolvieren die Grundausbildung bis spätestens zum Ende des Jahres, in dem sie 30 Jahre alt werden.



4

Personen, die freiwillig Schutzdienst leisten, absolvieren die Grundausbildung innerhalb von drei Jahren nach der Rekrutierung. Verfügt eine Person bereits über eine gleichwertige Ausbildung, so bestimmt die zuständige Stelle der Polizei- und Militärdirektion, ob sie die Grundausbildung absolvieren muss.

"
60;"

Art. 60


Zuständigkeit

";"
1

Im Rahmen der Vorgaben des Bundes nach Artikel 33 bis 38 BZG sind die Gemeinden zuständig für die Durchführung der Grund-, Zusatz- und Kaderausbildung sowie für die Wiederholungskurse der Schutzdienstpflichtigen.



2

Im gleichen Rahmen ist die zuständige Stelle der Polizei- und Militärdirektion für die Ausbildung der Angehörigen der kantonalen Formationen, für Teile der Ausbildung der Kommandantinnen und Kommandanten und für die Weiterbildung der Schutzdienstpflichtigen gemäss Artikel 35 Absatz 2 BZG zuständig.

"
61;"

Art. 61


Ausbildungsdauer

";"
1

Die Dauer der Ausbildungsgänge wird wie folgt festgelegt:





        a
      

        Grundausbildung: 12 Tage
      





        b
      

        Zusatzausbildung: bis zu 5 Tage
      





        c
      

        Kommandantenausbildung: bis zu 24 Tage
      





        d
      

        Ausbildung des übrigen Kaders: 5 bis 7 Tage
      





        e
      

        Wiederholungskurse: 2 bis 7 Tage pro Jahr
      



2

Schutzdienstpflichtige, die für eine Ausbildung gemäss Absatz 1 Buchstabe c vorgesehen sind, werden vom Bund zu zehn bis zwölf Tagen und vom Kanton zu fünf bis zwölf Tagen aufgeboten.



3

Schutzdienstpflichtige in Kaderfunktionen und in Spezialistenfunktionen sowie Schutzdienstpflichtige, die der Grundfunktion Materialwartin oder Materialwart oder Anlagewartin oder Anlagewart zugeteilt sind, können im Rahmen der Wiederholungskurse jährlich zu höchstens sieben weiteren Tagen aufgeboten werden.



4

Zusätzlich können Schutzdienstpflichtige nach Artikel 35 Absatz 2 BZG durch den Kanton zu Weiterbildungskursen bis zu höchstens fünf Tagen innerhalb von vier Jahren aufgeboten werden. Auf Antrag können diese Tage den Gemeinden zur Verfügung gestellt werden.



5

Die Weiterbildung der übrigen Mannschaft erfolgt anlässlich der Wiederholungskurse in der Zuständigkeit der Gemeinden.

"
62;"

Art. 62


Lehrpersonal

";"
1

Das Lehrpersonal muss die Voraussetzungen des Bundes erfüllen.



2

Für die Grund-, Zusatz- und Kaderausbildung sind ausschliesslich hauptamtliche Instruktorinnen und Instruktoren einzusetzen, welche die entsprechenden Ausbildungsgänge des Bundes durchlaufen haben, sich mit einem Fähigkeitszeugnis ausweisen können und sich regelmässig weitergebildet haben.



3

Der Regierungsrat kann für spezielle Fälle Ausnahmen vorsehen.

"
63;"

Art. 63


Ausbildungsinfrastruktur

";"
1

Die Gemeinden sorgen für eine den Bedürfnissen entsprechende, zeitgemässe Ausbildungsinfrastruktur.

"
64;"

Art. 64


Aufhebung von Ausbildungszentren

";"
1

Werden Zivilschutzausbildungszentren aufgehoben und zweckentfremdet genutzt oder veräussert (Art. 42 Abs. 1 BZG), so sind die Kantonsbeiträge in Analogie der Handhabung des Bundes zurückzuerstatten.



2

Wird die Aufhebung von Zivilschutzausbildungszentren durch den Kanton angeordnet, so sind keine Kantonsbeiträge zurückzuerstatten. An Landerwerbskosten geleistete Kantonsbeiträge sind zurückzuerstatten, sofern das Land gewinnbringend veräussert wird.

"
65;"

Art. 65


Einsatzmaterial und persönliche Ausrüstung

";"
1

Die Gemeinden beschaffen das Einsatzmaterial und die persönliche Ausrüstung der Schutzdienstleistenden.



2

Die zuständige Stelle der Polizei- und Militärdirektion unterstützt die Gemeinden bei der Evaluation des Materials und koordiniert die Beschaffung im Hinblick auf die Interoperabilität.



3

Sie beschafft das für die kantonalen Formationen benötigte Material.



4

Die Finanzierung von Materialbeschaffungen über den Ersatzbeitragsfonds richtet sich nach Artikel 75 Absatz 5.

"
66;"

Art. 66


Weiteres Zivilschutzmaterial

";"
1

Das den Gemeinden vom Kanton übergebene Material geht in deren Eigentum über. Sie sind für den Unterhalt und die Entsorgung dieses Materials verantwortlich. Dabei werden sie durch den Kanton unterstützt.

"
67;"

Art. 67


Aufgaben der Gemeinden

";"
1

Die Gemeinden sind die Hauptträgerinnen des Kulturgüterschutzes.



2

Sie vollziehen alle Aufgaben im Kulturgüterschutz, die nicht ausdrücklich dem Kanton oder einer anderen Institution zugewiesen sind.

"
68;"

Art. 68


Aufgaben der Polizei- und Militärdirektion

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion ist zuständig für die Steuerung und das Controlling im Bereich des Kulturgüterschutzes.

"
69;"

Art. 69


Schutzmassnahmen

";"
1

Eigentümerinnen und Eigentümer sowie Besitzerinnen und Besitzer unbeweglicher und beweglicher Kulturgüter sind verpflichtet, bauliche Massnahmen zu deren Schutz zu treffen oder zu dulden.

"
70;"

Art. 70


Aufgaben der Polizei- und Militärdirektion

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion vollzieht die Steuerung des Schutzraumbaus nach den Vorgaben des Bundes, ist zuständig für das Inkasso der Ersatzbeiträge und führt als Spezialfinanzierung den Ersatzbeitragsfonds gemäss Artikel 47 BZG.

"
71;"

Art. 71


Aufgaben der Gemeinden

";"
1

Die Gemeinden führen die periodische Schutzraumkontrolle gemäss den Vorgaben von Bund und Kanton durch und reichen das Ergebnis bei der zuständigen Stelle der Polizei- und Militärdirektion gemäss deren Vorgaben ein.



2

Sie erstellen die Zuweisungsplanung gemäss den Vorgaben von Bund und Kanton.

"
72;"

Art. 72


Baupflicht, Ersatzbeiträge

";"
1

Die Baupflicht für Schutzräume und die Höhe der Ersatzbeiträge richten sich nach den Bestimmungen des Bundes.



2

Für die in der Entscheidkompetenz des Kantons liegenden Fälle gilt Folgendes:





        a
      

        In Gemeinden mit weniger als 1000 Einwohnerinnen und Einwohnern, die ein Schutzplatzdefizit ausweisen, können auch bei Wohnhäusern mit weniger als 38 Zimmern Schutzräume erstellt werden.
      





        b
      

        Bei Gebäuden, die in besonders stark gefährdeten, namentlich in dicht überbauten oder stark brandgefährdeten Gebieten liegen, werden keine Schutzräume erstellt. Die Eigentümerinnen und Eigentümer entrichten einen Ersatzbeitrag.
      





        c
      

        Abgelegene und nur zeitweise bewohnte Gebäude unterliegen nicht der Schutzraumpflicht. Es sind keine Ersatzbeiträge geschuldet.
      

"
73;"

Art. 73


Höhe der Ersatzbeiträge

";"
1

Für jeden nicht erstellten Schutzplatz ist ein Ersatzbeitrag zu leisten. Der Regierungsrat legt dessen Höhe im Rahmen der bundesrechtlichen Vorgaben durch Verordnung fest. Er kann seine Befugnisse an die Polizei- und Militärdirektion übertragen.

"
74;"

Art. 74


Fälligkeit der Ersatzbeiträge

";"
1

Die Ersatzbeiträge sind nach erfolgter Schnurgerüstabnahme gemäss den Vorschriften der Baugesetzgebung zu entrichten.



2

Die Gemeinden melden der zuständigen Stelle der Polizei- und Militärdirektion den Vollzug der Schnurgerüstabnahme.

"
75;"

Art. 75


Ersatzbeitragsfonds, Verwendung der Ersatzbeiträge

";"
1

Sämtliche Ersatzbeiträge fliessen in den Ersatzbeitragsfonds des Kantons.



2

Die Verwendung der Ersatzbeiträge wird gemäss den Vorgaben des Bundes durch den Regierungsrat geregelt. Dieser kann seine Befugnisse an die Polizei- und Militärdirektion übertragen.



3

Die durch die Verwaltung des Ersatzbeitragsfonds entstehenden Kosten gehen zulasten dieser Spezialfinanzierung.



4

Die Genehmigung einer Entnahme aus dem Ersatzbeitragsfonds kann von der Durchführung einer periodischen Schutzraumkontrolle abhängig gemacht werden.



5

Für die Beschaffung von Material des Zivilschutzes, das den Empfehlungen des Kantons entspricht, können Beiträge aus dem Ersatzbeitragsfonds bewilligt werden.

"
76;"

Art. 76


Gemeinsame Schutzräume

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion kann anordnen, dass die für einzelne Gebäude zu erstellenden Schutzplätze bei Neubauten zu gemeinsamen Schutzräumen zusammengelegt werden.



2

Für jedes einzelne Gebäude ist vor dessen Baubeginn eine Sicherheitsleistung im Umfang des Ersatzbeitrags zu entrichten.



3

Die gemeinsamen Schutzräume müssen spätestens drei Jahre nach Baubeginn des ersten betroffenen Bauvorhabens erstellt werden. Ist dies nicht der Fall, werden die Sicherheitsleistungen als Ersatzbeiträge einvernahmt.

"
77;"

Art. 77


Aufhebung von Schutzräumen

";"
1

Werden öffentliche Schutzräume nach Artikel 49 Absatz 2 BZG aufgehoben, so sind die Kantonsbeiträge zurückzuerstatten.



2

Werden übrige Schutzräume nach Artikel 49 Absatz 1 BZG aufgehoben, so sind keine Kantonsbeiträge zurückzuerstatten.

"
78;"

Art. 78


Schutzanlagen

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion legt nach den Vorgaben des Bundes den Bedarf an Schutzanlagen fest.



2

Sie sorgt für die Erstellung, die Ausrüstung, den Unterhalt und die Erneuerung der kantonseigenen Schutzanlagen.



3

Die Gemeinden sorgen nach den Vorgaben des Bundes für die Erstellung, die Ausrüstung, den Unterhalt und die Erneuerung der Führungsstandorte und Schutzanlagen.

"
79;"

Art. 79


Aufhebung von Schutzanlagen

";"
1

Werden Schutzanlagen nach Artikel 55 BZG aufgehoben, so sind die Kantonsbeiträge zurückzuerstatten. Wird die Aufhebung von Schutzanlagen durch den Kanton angeordnet, so sind keine Kantonsbeiträge zurückzuerstatten.

"
80;"

Art. 80


Delegation von Ausgabenbefugnissen
      1. Fälle von zeitlicher Dringlichkeit

";"
1

Die Ausgabenbefugnisse des Volkes und des Grossen Rates für zeitlich dringend auszuführende Massnahmen bei Katastrophen, in Notlagen und bei Grossereignissen werden an den Regierungsrat übertragen.



2

Zeitlich dringende Massnahmen sind solche, die zum Schutz der Bevölkerung und ihrer Lebensgrundlagen rasch angeordnet werden müssen, der Bekämpfung unmittelbar drohender Gefahren oder bei eingetretenen Ereignissen der ersten Schadensbehebung dienen und keinen Aufschub bis zur Beschlussfassung durch das nach der ordentlichen Finanzkompetenz abschliessend zuständige Organ dulden.



3

Die Finanzkommission des Grossen Rates ist umgehend über den Ausgabenbeschluss zu orientieren.



4

Der Regierungsrat kann seine Ausgabenbefugnisse übertragen.



5

Die Absätze 1 und 2 gelten sinngemäss auch für die Gemeinden, falls diese keine eigenen Regelungen getroffen haben.

"
81;"

Art. 81


2. Entnahmen aus dem Ersatzbeitragsfonds des Kantons

";"
1

Die Ausgabenbefugnisse des Volkes und des Grossen Rates für Entnahmen aus dem Ersatzbeitragsfonds des Kantons werden an den Regierungsrat übertragen. Der Regierungsrat kann seine Ausgabenbefugnisse übertragen.



2

Entnahmen, die die ordentliche Finanzkompetenz des Regierungsrates übersteigen, sind dem Grossen Rat zur Kenntnis zu bringen.

"
82;"

Art. 82


Kostenaufteilung

";"
1

Der Kanton trägt die Kosten für Organisation, Ausrüstung und Ausbildung des kantonalen Führungsorgans, der kantonalen Verwaltung und der Verwaltungskreisführungsorgane. Im Weiteren trägt er im Rahmen von Katastrophen, Notlagen und Grossereignissen seine eigenen Kosten.



2

Er trägt die den Partnerorganisationen des Bevölkerungsschutzes entstandenen Kosten für die Bewältigung von Katastrophen, Notlagen und Grossereignissen gemäss Artikel 9 Buchstaben a und c.



3

Die Gemeinden tragen die Kosten für Organisation, Ausrüstung und Ausbildung ihrer Führungsorgane. Ferner tragen sie die eigenen Einsatzkosten sowie die Kosten der von ihnen angeordneten oder beantragten Hilfeleistungen.



4

Wird überörtliche Hilfe geleistet, hat die unterstützte Gemeinde die Hilfe leistende Gemeinde oder Institution zu entschädigen.



5

Der Regierungsrat erlässt nähere Vorschriften zur Kostenaufteilung bei überörtlicher Hilfe durch Verordnung. Er kann diese Befugnisse der jeweilig zuständigen Direktion übertragen.

"
83;"

Art. 83


Finanzhilfe, Soforthilfe

";"
1

Zur Finanzierung der den Gemeinden verbleibenden Einsatz- und Räumungskosten trifft der Regierungsrat eine versicherungstechnische Lösung. Er gründet zu diesem Zweck eine Stiftung «Einsatzkostenversicherung der Gemeinden», der im Rahmen ihres Stiftungsauftrags Verfügungskompetenz zukommt.



2

Die Gemeinden sind zu Beitragsleistungen verpflichtet.



3

Der Regierungsrat ernennt eine dreiköpfige Rekurskommission für Angelegenheiten der Einsatzkostenversicherung als Rekursinstanz, deren Entscheide kantonal letztinstanzlich sind. Für das Verfahren ist das Gesetz vom 23. Mai 1989 über die Verwaltungsrechtspflege (VRPG)[8] sinngemäss anwendbar.



4

Der Kanton trägt seine Einsatzkosten und kann Beiträge an die Räumung und Instandstellung leisten.

"
84;"

Art. 84


Rückforderungsrecht

";"
1

Kanton und Gemeinden können die entstandenen Kosten für den Einsatz, die Räumung und die Instandstellung von der Verursacherin oder dem Verursacher einfordern, wenn die entsprechenden Haftungsvoraussetzungen erfüllt sind.

"
85;"

Art. 85


Sanitätsdienstliche Schutzanlagen

";"
1

Der Kanton trägt die Kosten für Erstellung, Erneuerung und Ausrüstung sowie Unterhalt zur reduzierten Betriebsbereitschaft der sanitätsdienstlichen Schutzanlagen, soweit diese nicht vom Bund übernommen werden.

"
86;"

Art. 86


Versicherung und Entschädigung Verpflichteter

";"
1

Der Regierungsrat regelt Versicherung und Entschädigung der zu Dienstleistungen verpflichteten Personen durch Verordnung.

"
87;"

Art. 87


Ausbildungen und Übungen

";"
1

Die Partnerorganisationen nach Artikel 5 stellen das Personal für die Teilnahme an vom Kanton organisierten Ausbildungen und Übungen zur Verfügung. Der Regierungsrat kann Einzelheiten dieser Ausbildungen und Übungen durch Verordnung regeln.

"
88;"

Art. 88


Wirtschaftliche Landesversorgung

";"
1

Die Gemeinden tragen die Kosten für das zuständige Personal gemäss Artikel 42 und für dessen Ausbildung.

"
89;"

Art. 89


 

";"
1

Die Gemeinden tragen die Kosten für alle ihnen obliegenden Zivilschutzaufgaben.



2

Der Kanton trägt die Kosten für die in seiner Zuständigkeit liegenden Aufgaben.

"
90;"

Art. 90


Ausführungsbestimmungen

";"
1

Der Regierungsrat erlässt die erforderlichen Ausführungsbestimmungen.

"
91;"

Art. 91


Rechtspflege

";"
1

Unter Vorbehalt spezialgesetzlicher Regelungen gelten für Verfügungen gestützt auf das BZG sowie auf dieses Gesetz die Vorschriften des VRPG.



2

Auf dem Gebiet der wirtschaftlichen Landesversorgung entscheidet die erste Beschwerdeinstanz kantonal letztinstanzlich. Die Rechtsmittelfrist beträgt vorbehältlich anderslautender Bundesvorschriften zehn Tage.

"
92;"

Art. 92


Haftung für Schäden der Erwerbsersatzordnung

";"
1

Der aufbietende Kanton bzw. die aufbietenden Gemeinden haften für Schäden, die vom Bund gemäss Artikel 20a EOG geltend gemacht werden.



2

Hat der Kanton dem Bund gemäss Artikel 20a EOG Schadenersatz zu leisten, nimmt er vollumfänglich Rückgriff auf die betroffenen Gemeinden, soweit diese die Schutzdienstpflichtigen aufgeboten haben.

"
93;"

Art. 93


Schadenersatz und Rückgriff

";"
1

Die zuständige Stelle des Kantons bzw. der Gemeinde entscheidet über Schadenersatzansprüche und Rückgriffsforderungen betreffend Schäden, die bei Schutzdienstleistungen von Zivilschutzangehörigen entstanden sind. Ihr Entscheid kann nach Massgabe von Artikel 67 BZG angefochten werden.



2

Für die Schadenersatz- und Rückgriffsansprüche aus nicht zivilschutzrechtlichen Schutzdienstleistungen ist die jeweilige Spezialgesetzgebung bzw. die Staatshaftungsregelung gemäss Artikel 100 ff. des Personalgesetzes vom 16. September 2004 (PG)[9] und Artikel 84 des Gemeindegesetzes vom 16. März 1998 (GG)[10] anwendbar.



3

Wer um einen Einsatz des Zivilschutzes zugunsten der Gemeinschaft auf nationaler oder kantonaler Ebene ersucht, muss Bund, Kanton und Gemeinden im Schadensfall für Leistungen an Dritte schadlos halten und hat gegenüber diesen Gemeinwesen keine Schadenersatzansprüche für ihr oder ihm direkt zugefügte Schäden. Vorbehalten bleiben Ansprüche aus grob fahrlässiger oder vorsätzlicher Schadenszufügung.

"
94;"

Art. 94


Bisherige Ersatzbeiträge

";"
1

Die vor Inkrafttreten der Änderung vom 17. Juni 2011 des BZG geäufneten Ersatzbeitragsfonds verbleiben bis zum 31. Dezember 2019 im Eigentum der Gemeinden. Danach fliessen sie in den Ersatzbeitragsfonds des Kantons.



2

Die zuständige Stelle der Polizei- und Militärdirektion beaufsichtigt die Verwendung der bei den Gemeinden verbliebenen Ersatzbeitragsfonds und hat Entnahmen daraus vorgängig zu genehmigen.



3

Wiederkehrende Ausgaben der Gemeinden dürfen nicht durch die Ersatzbeitragsfonds gedeckt werden.



4

Der Ersatzbeitragsfonds des Kantons darf erst in Anspruch genommen werden, wenn die Mittel der Ersatzbeiträge der gesuchstellenden Gemeinden ausgeschöpft sind.

"
95;"

Art. 95


Übergangsregelung

";"
1

Die Gemeinden passen ihre Strukturen gemäss Artikel 25 und 47 innerhalb von fünf Jahren seit dem Inkrafttreten dieses Gesetzes an dessen Vorgaben an.

"
96;"

Art. 96


Änderung eines Erlasses

";"
1

Das Gesetz vom 20. Juni 1995 über die Organisation des Regierungsrates und der Verwaltung (Organisationsgesetz, OrG)[11] wird wie folgt geändert:

"
97;"

Art. 97


Aufhebung von Erlassen

";"
1




        1.
      

        Kantonales Bevölkerungs- und Zivilschutzgesetz vom 24. Juni 2004 (KBZG) (BSG 521.1),
      





        2.
      

        Einführungsverordnung vom 23. November 2011 zum Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz (EV BZG) (BSG 521.12).
      

"
98;"

Art. 98


Inkrafttreten

";"
1

Der Regierungsrat bestimmt den Zeitpunkt des Inkrafttretens.

"
