article_number;article_title;article_text
Art. 41;  Art. 41c Extensive Gestaltung und Bewirtschaftung des Gewässerraums;1 Im Gewässerraum dürfen nur standortgebundene, im öffentlichen Interesse liegende Anlagen wie Fuss- und Wanderwege, Flusskraftwerke oder Brücken erstellt werden. Sofern keine überwiegenden Interessen entgegenstehen, kann die Behörde ausserdem die Erstellung folgender Anlagen bewilligen: 2 Anlagen sowie Dauerkulturen nach Artikel 22 Absatz 1 Buchstaben a-c, e und g-i der Landwirtschaftlichen Begriffsverordnung vom 7. Dezember 19984 im Gewässerraum sind in ihrem Bestand grundsätzlich geschützt, sofern sie rechtmässig erstellt wurden und bestimmungsgemäss nutzbar sind.5 3 Im Gewässerraum dürfen keine Dünger und Pflanzenschutzmittel ausgebracht werden. Einzelstockbehandlungen von Problempflanzen sind ausserhalb eines 3 m breiten Streifens entlang des Gewässers zulässig, sofern diese nicht mit einem angemessenen Aufwand mechanisch bekämpft werden können. 4 Der Gewässerraum darf landwirtschaftlich genutzt werden, sofern er gemäss den Anforderungen der Direktzahlungsverordnung vom 23. Oktober 20136 als Streuefläche, Hecke, Feld- und Ufergehölz, Uferwiese entlang von Fliessgewässern, extensiv genutzte Wiese, extensiv genutzte Weide oder als Waldweide bewirtschaftet wird. Diese Anforderungen gelten auch für die entsprechende Bewirtschaftung von Flächen ausserhalb der landwirtschaftlichen Nutzfläche.7 4bis Reicht der Gewässerraum bei Strassen und Wegen mit einer Tragschicht oder bei Eisenbahnlinien entlang von Gewässern landseitig nur wenige Meter über die Verkehrsanlage hinaus, so kann die Behörde für den landseitigen Teil des Gewässerraums Ausnahmen von den Bewirtschaftungseinschränkungen nach den Absätzen 3 und 4 bewilligen, wenn keine Dünger oder Pflanzenschutzmittel ins Gewässer gelangen können.8 5 Massnahmen gegen die natürliche Erosion der Ufer des Gewässers sind nur zulässig, soweit dies für den Schutz vor Hochwasser oder zur Verhinderung eines unverhältnismässigen Verlustes an landwirtschaftlicher Nutzfläche erforderlich ist. 6 Es gelten nicht: 1 Eingefügt durch Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).2 Eingefügt durch Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).3 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).4 SR 910.915 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).6 SR 910.137 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).8 Eingefügt durch Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).
Art. 41;  Art. 41cbis1Kulturland mit der Qualität von Fruchtfolgeflächen im Gewässerraum;1 Ackerfähiges Kulturland mit der Qualität von Fruchtfolgeflächen im Gewässerraum ist von den Kantonen bei der Inventarisierung der Fruchtfolgeflächen nach Artikel 28 der Raumplanungsverordnung vom 28. Juni 20002 separat auszuweisen. Es kann weiterhin an den kantonalen Mindestumfang der Fruchtfolgeflächen angerechnet werden. Liegt ein entsprechender Bundesratsbeschluss (Art. 5 GSchG) vor, so dürfen diese Flächen in Notlagen intensiv bewirtschaftet werden. 2 Für ackerfähiges Kulturland mit der Qualität von Fruchtfolgeflächen im Gewässerraum, das benötigt wird, um bauliche Massnahmen des Hochwasserschutzes oder der Revitalisierung umzusetzen, ist nach den Vorgaben des Sachplans Fruchtfolgeflächen (Art. 29 der Raumplanungsverordnung vom 28. Juni 2000) Ersatz zu leisten. 1 Eingefügt durch Ziff. I der V vom 4. Nov. 2015 (AS 2015 4791). Fassung gemäss Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).2 SR 700.1
Art. 41;  Art. 41d Planung von Revitalisierungen;1 Die Kantone erarbeiten die Grundlagen, die für die Planung der Revitalisierungen der Gewässer notwendig sind. Die Grundlagen enthalten insbesondere Angaben über: 2 Sie legen in einer Planung für einen Zeitraum von 20 Jahren die zu revitalisierenden Gewässerabschnitte, die Art der Revitalisierungsmassnahmen und die Fristen fest, innert welcher die Massnahmen umgesetzt werden, und stimmen die Planung soweit erforderlich mit den Nachbarkantonen ab. Revitalisierungen sind vorrangig vorzusehen, wenn deren Nutzen: 3 Sie verabschieden die Planung nach Absatz 2 für Fliessgewässer bis zum 31. Dezember 2014 und für stehende Gewässer bis zum 31. Dezember 2022. Sie unterbreiten die Planungen dem BAFU jeweils ein Jahr vor deren Verabschiedung zur Stellungnahme.1 4 Sie erneuern die Planung nach Absatz 2 alle 12 Jahre für einen Zeitraum von 20 Jahren und unterbreiten diese dem BAFU jeweils ein Jahr vor deren Verabschiedung zur Stellungnahme. 1 Fassung gemäss Ziff. I 4 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427).
Art. 41;  Art. 41e Wesentliche Beeinträchtigung durch Schwall und Sunk;Eine wesentliche Beeinträchtigung der einheimischen Tiere und Pflanzen sowie von deren Lebensräumen durch Schwall und Sunk liegt vor, wenn:
Art. 41;  Art. 41f Planung der Massnahmen zur Sanierung bei Schwall und Sunk;1 Die Kantone reichen dem BAFU eine Planung der Massnahmen zur Sanierung von Wasserkraftwerken, die Schwall und Sunk verursachen, nach den in Anhang 4a Ziffer 2 beschriebenen Schritten ein. 2 Die Inhaber von Wasserkraftwerken müssen der für die Planung zuständigen Behörde Zutritt gewähren und die erforderlichen Auskünfte erteilen, insbesondere über:
Art. 41;  Art. 41g Massnahmen zur Sanierung bei Schwall und Sunk;1 Die kantonale Behörde ordnet gestützt auf die Planung der Massnahmen die Sanierungen bei Schwall und Sunk an und verpflichtet die Inhaber von Wasserkraftwerken, zur Umsetzung der Planung verschiedene Varianten von Sanierungsmassnahmen zu prüfen. 2 Bevor sie über das Sanierungsprojekt entscheidet, hört sie das BAFU an. Das BAFU prüft im Hinblick auf das Gesuch nach Artikel 17d Absatz 1 der Energieverordnung vom 7. Dezember 19981 (EnV), ob die Anforderungen nach Anhang 1.7 Ziffer 2 EnV erfüllt sind. 3 Die Inhaber von Wasserkraftwerken prüfen nach Anordnung der Behörde die Wirksamkeit der getroffenen Massnahmen. 1 SR 730.01
Art. 42;  Art. 42 …1;1 Bevor eine Behörde eine Spülung oder Entleerung eines Stauraumes bewilligt, stellt sie sicher, dass die Sedimente anders als durch Ausschwemmung entfernt werden, wenn dies umweltverträglich und wirtschaftlich tragbar ist. 2 Bei der Ausschwemmung von Sedimenten stellt die Behörde sicher, dass Lebensgemeinschaften von Pflanzen, Tieren und Mikroorganismen möglichst wenig beeinträchtigt werden, insbesondere indem sie festlegt: 3 Die Absätze 1 und 2 gelten nicht für sofortige Absenkungen aufgrund ausser-ordentlicher Ereignisse (Art. 40 Abs. 3 GSchG). 1 Aufgehoben durch Ziff. I der V vom 4. Mai 2011, mit Wirkung seit 1. Juni 2011 (AS 2011 1955).
Art. 42;  Art. 42a1Wesentliche Beeinträchtigung durch veränderten Geschiebehaushalt;Eine wesentliche Beeinträchtigung der einheimischen Tiere und Pflanzen sowie von deren Lebensräumen durch einen veränderten Geschiebehaushalt liegt vor, wenn Anlagen wie Wasserkraftwerke, Kiesentnahmen, Geschiebesammler oder Gewässerverbauungen die morphologischen Strukturen oder die morphologische Dynamik des Gewässers nachteilig verändern. 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 42;  Art. 42b1Planung der Massnahmen zur Sanierung des Geschiebehaushalts;1 Die Kantone reichen dem BAFU eine Planung der Massnahmen zur Sanierung des Geschiebehaushalts nach den in Anhang 4a Ziffer 3 beschriebenen Schritten ein. 2 Die Inhaber von Anlagen müssen der für die Planung zuständigen Behörde Zutritt gewähren und die erforderlichen Auskünfte erteilen, insbesondere über: 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 42;  Art. 42c1Massnahmen zur Sanierung des Geschiebehaushalts;1 Die Kantone erstellen für Anlagen, für die gemäss der Planung Massnahmen zur Sanierung des Geschiebehaushalts zu treffen sind, eine Studie über die Art und den Umfang der notwendigen Massnahmen. 2 Die kantonale Behörde ordnet gestützt auf die Studie nach Absatz 1 die Sanierungen an. Bei Wasserkraftwerken muss das Geschiebe soweit möglich durch die Anlage durchgeleitet werden. 3 Bevor sie bei Wasserkraftwerken über das Sanierungsprojekt entscheidet, hört sie das BAFU an. Das BAFU prüft im Hinblick auf das Gesuch nach Artikel 17d Absatz 1 EnV2, ob die Anforderungen nach Anhang 1.7 Ziffer 2 EnV erfüllt sind. 4 Die Inhaber von Wasserkraftwerken prüfen nach Anordnung der kantonalen Behörde die Wirksamkeit der getroffenen Massnahmen. 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).2 SR 730.01
Art. 43;  Art. 43 Ausbeutung von Kies, Sand und anderem Material in Fliessgewässern;1 Damit bei der Ausbeutung von Kies, Sand und anderem Material der Geschiebehaushalt eines Fliessgewässers nicht nachteilig beeinflusst wird (Art. 44 Abs. 2 Bst. c GSchG), muss die Behörde insbesondere sicherstellen, dass: 2 Ausbeutungen nach Absatz 1 dürfen nicht zu Trübungen führen, die Fischgewässer beeinträchtigen können.
Art. 44;  Art. 44 …1;"1 Drainagewasser aus Untertagebauten muss so gefasst und abgeleitet werden, dass es bei deren Betrieb, insbesondere durch ausserordentliche Ereignisse, nicht verunreinigt werden kann; dies gilt nicht für kleine Mengen von Drainagewasser, wenn durch Rückhaltemassnahmen verhindert wird, dass ein Gewässer verunreinigt werden kann. 2 Für die Einleitung von Drainagewasser aus Untertagebauten in Fliessgewässer gilt: 3 Die Behörde legt entsprechend den örtlichen Verhältnissen fest: 1 Aufgehoben durch Ziff. I der V vom 4. Mai 2011, mit Wirkung seit 1. Juni 2011 (AS 2011 1955)."
Art. 45;  Art. 451Vollzug durch Kantone und Bund;"1 Die Kantone vollziehen diese Verordnung, soweit diese den Vollzug nicht dem Bund überträgt. 2 Wenden Bundesbehörden andere Bundesgesetze oder völkerrechtliche Vereinbarungen oder Beschlüsse an, die Gegenstände dieser Verordnung betreffen, so vollziehen sie dabei auch diese Verordnung. Für die Mitwirkung des BAFU und der Kantone gilt Artikel 48 Absatz 1 GSchG; gesetzliche Geheimhaltungspflichten bleiben vorbehalten. 3 Die Bundesbehörden berücksichtigen auf Antrag der Kantone deren Vorschriften und Massnahmen, soweit dadurch die Erfüllung der Aufgaben des Bundes nicht verunmöglicht oder unverhältnismässig erschwert wird. 4 Erlassen die Bundesbehörden Verwaltungsverordnungen wie Richtlinien oder Weisungen, die den Gewässerschutz betreffen, so hören sie das BAFU an. 5 Das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation (Departement) kann, soweit erforderlich, die Listen der Parameter und der numerischen Anforderungen an die Wasserqualität nach Anhang 2 Ziffer 11 Absatz 3, Ziffer 12 Absatz 5 und Ziffer 22 Absatz 2 ändern.2 1 Fassung gemäss Ziff. II 12 der V vom 2. Febr. 2000 zum BG über die Koordination und Vereinfachung von Entscheidverfahren, in Kraft seit 1. März 2000 (AS 2000 703).2 Eingefügt durch Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791)."
Art. 46;  Art. 46 Koordination1;1 Die Kantone stimmen die Massnahmen nach dieser Verordnung soweit erforderlich aufeinander und mit Massnahmen aus anderen Bereichen ab. Sie sorgen ausserdem für eine Koordination der Massnahmen mit den Nachbarkantonen.2 1bis Sie berücksichtigen bei der Erstellung der Richt- und Nutzungsplanung die Planungen nach dieser Verordnung.3 2 Bei der Erstellung der Versorgungsplanung für Trinkwasser erfassen sie die genutzten und die zur Nutzung vorgesehenen Grundwasservorkommen und sorgen dafür, dass Wasserentnahmen so aufeinander abgestimmt werden, dass keine übermässigen Entnahmen erfolgen und die Grundwasservorkommen haushälterisch genutzt werden. 3 Bei der Erteilung von Bewilligungen für Einleitungen und Versickerungen nach den Artikeln 6-8 berücksichtigt die Behörde auch die Anforderungen des Umweltschutzgesetzes vom 7. Oktober 19834 an den Schutz der Bevölkerung vor Geruchsimmissionen sowie die Anforderungen des Arbeitsgesetzes vom 13. März 19645 und des Unfallversicherungsgesetzes vom 20. März 19816 an den Schutz der Gesundheit des Personals von Abwasseranlagen. 1 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).2 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).3 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).4 SR 814.015 SR 822.116 SR 832.20
Art. 47;  Art. 47 Vorgehen bei verunreinigten Gewässern;1 Stellt die Behörde fest, dass ein Gewässer die Anforderungen an die Wasserqualität nach Anhang 2 nicht erfüllt oder dass die besondere Nutzung des Gewässers nicht gewährleistet ist, so: 2 Sind mehrere Quellen an der Verunreinigung beteiligt, so sind die bei den Verursachern erforderlichen Massnahmen aufeinander abzustimmen.
Art. 48;  Art. 48 Untersuchungen und Ermittlungen;"1 Untersuchungen und Ermittlungen richten sich nach den anerkannten Regeln der Technik; als solche gelten insbesondere die entsprechenden Normen des CEN (Europäisches Komitee für Normung)1 oder andere Normen, die gleichwertige Ergebnisse liefern. 2 Soweit diese Verordnung keine Vorschriften über die Art und Häufigkeit der Probenahmen und die Ermittlung der Einhaltung der Anforderungen enthält, legt dies die Behörde im Einzelfall fest. 1 Bezugsquelle: Schweizerische Normen-Vereinigung (SNV), Bürglistrasse 29, 8400 Winterthur; www.snv.ch"
Art. 49;  Art. 49 Information;"1 Das BAFU informiert über den Zustand der Gewässer und den Gewässerschutz, soweit dies im gesamtschweizerischen Interesse liegt; es veröffentlicht insbesondere Berichte über den Stand des Gewässerschutzes in der Schweiz. Die Kantone stellen ihm die notwendigen Angaben zur Verfügung. 2 Die Kantone informieren über den Zustand der Gewässer und den Gewässerschutz in ihrem Kanton; dabei informieren sie auch über die getroffenen Massnahmen und deren Wirksamkeit sowie über Badeplätze, bei denen die Voraussetzungen für das Baden (Anhang 2 Ziff. 11 Abs. 1 Bst. e) nicht erfüllt sind.1 1 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955)."
Art. 49;  Art. 49a1Geoinformation;Das BAFU gibt die minimalen Geodatenmodelle und Darstellungsmodelle für Geobasisdaten nach dieser Verordnung vor, für die es im Anhang 1 der Geoinformationsverordnung vom 21. Mai 20082 als Fachstelle des Bundes bezeichnet ist. 1 Eingefügt durch Anhang 2 Ziff. 7 der V vom 21. Mai 2008 über Geoinformation, in Kraft seit 1. Juli 2008 (AS 2008 2809).2 SR 510.620
Art. 50;  Art. 501;1 Aufgehoben durch Ziff. III 2 der V vom 12. Aug. 2015, mit Wirkung seit 1. Okt. 2015 (AS 2015 2903).
Art. 51;  Art. 51 Internationale Beschlüsse, Empfehlungen und Kommissionen1;1 Das Departement ist ermächtigt, Beschlüsse und Empfehlungen, die gestützt auf die folgenden völkerrechtlichen Vereinbarungen erfolgen, mit Zustimmung des Eidgenössischen Departements für Wirtschaft, Bildung und Forschung zu genehmigen:2 2 Das BAFU stellt die genehmigten Beschlüsse und Empfehlungen Dritten auf Verlangen zu. 3 Das Departement wählt die Mitglieder der schweizerischen Delegationen in den zwischenstaatlichen Kommissionen für den Gewässerschutz.6 1 Fassung gemäss Ziff. II 12 der V vom 2. Febr. 2000 zum BG über die Koordination und Vereinfachung von Entscheidverfahren, in Kraft seit 1. März 2000 (AS 2000 703).2 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).3 SR 0.814.2934 [AS 1965 388, 1979 93. AS 2003 1934 Art. 19 Ziff. 2, 3]. Heute: Übereink. vom 12. April 1999 zum Schutz des Rheins (SR 0.814.284).5 [AS 1979 97, 1983 323, 1989 161. AS 2003 1934 Art. 19 Ziff. 2]6 Eingefügt durch Ziff. II 12 der V vom 2. Febr. 2000 zum BG über die Koordination und Vereinfachung von Entscheidverfahren, in Kraft seit 1. März 2000 (AS 2000 703).
Art. 51;  Art. 51a Abgabesatz;Die Höhe der Abgabe nach Artikel 60b GSchG beträgt jährlich 9 Franken pro Einwohner. Massgebend ist die Anzahl der Einwohner, die am 1. Januar des Kalenderjahres, für welches die Abgabe erhoben wird, an die Abwasserreinigungsanlage angeschlossen sind.
Art. 51;  Art. 51b Angaben der Kantone;Die Kantone müssen dem BAFU:
Art. 51;  Art. 51c Erhebung der Abgabe;1 Das BAFU stellt den Abgabepflichtigen die Abgabe für das laufende Kalenderjahr jährlich bis zum 1. Juni in Rechnung. Es erlässt bei Streitigkeiten über die Rechnung eine Gebührenverfügung. 2 Auf Gesuch des Kantons kann das BAFU die Abgabe dem Kanton in Rechnung stellen, sofern dieser darlegt, dass er bei den Abwasserreinigungsanlagen auf seinem Gebiet die Abgabe nach den gleichen Vorgaben wie das BAFU erhebt. Das Gesuch ist bis zum 31. März beim BAFU einzureichen. 3 Die Zahlungsfrist beträgt 60 Tage ab Fälligkeit. Die Abgabe wird fällig mit Eintreffen der Rechnung oder, bei bestrittener Rechnung, mit Rechtskraft der Gebührenverfügung nach Absatz 1. Bei verspäteter Zahlung ist ein Verzugszins von 5 Prozent geschuldet.1 1 Fassung gemäss Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).
Art. 51;  Art. 51d Verjährung;1 Die Abgabeforderung verjährt zehn Jahre nach Ablauf des Kalenderjahres, in dem sie entstanden ist. 2 Die Verjährung wird unterbrochen und beginnt neu zu laufen: 3 Die Abgabeforderung verjährt in jedem Fall 15 Jahre nach Ablauf des Kalenderjahres, in dem sie entstanden ist.
Art. 52;  Art. 52 Stickstoffelimination bei Abwasseranlagen1;1 Die Höhe der globalen Abgeltungen an Anlagen und Einrichtungen zur Stickstoffelimination (Art. 61 Abs. 1 GSchG) richtet sich nach der jährlich reduzierten Anzahl Tonnen Stickstoff. 2 Soweit zur Erfüllung völkerrechtlicher Vereinbarungen oder von Beschlüssen internationaler Organisationen notwendig, können zudem Umfang und Komplexität der Massnahmen berücksichtigt werden. 3 Die Höhe der globalen Abgeltungen wird zwischen dem BAFU und dem betroffenen Kanton ausgehandelt. 1 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).
Art. 52;  Art. 52a1Elimination von organischen Spurenstoffen bei Abwasseranlagen;1 Abgeltungen an Massnahmen zur Elimination von organischen Spurenstoffen nach Artikel 61a Absatz 1 GSchG werden den Kantonen einzeln gewährt. 2 Wird die abgeltungsberechtigte Massnahme nicht innert fünf Jahren nach der Zusicherung der Abgeltung umgesetzt, so verfällt die Zusicherung. 3 Werden anstelle von Anlagen und Einrichtungen zur Elimination von organischen Spurenstoffen Kanalisationen erstellt, so sind Kosten höchstens in der Höhe anrechenbar, in der sie bei Massnahmen auf der Abwasserreinigungsanlage selber entstanden wären. 4 Bevor die Behörde über die Massnahme entscheidet, hört sie das BAFU an. 1 Eingefügt durch Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).
Art. 53;  Art. 53 Abfallanlagen;Abgeltungen für beitragsberechtigte Abfallanlagen (Art. 62 Abs. 1 und 2 GSchG) werden bei Projekten an die Planung, die erstmalige Erstellung und die Erweiterung einzeln geleistet.
Art. 54;  Art. 54 Massnahmen der Landwirtschaft;1 Die Höhe der globalen Abgeltungen an Massnahmen der Landwirtschaft (Art. 62a GSchG) richtet sich nach den Eigenschaften und der Anzahl Kilogramm der Stoffe, deren Abschwemmung und Auswaschung jährlich verhindert wird. 2 Für Massnahmen, welche Änderungen der Betriebsstrukturen zur Folge haben, richtet sich die Höhe ausserdem nach den anrechenbaren Kosten. 3 Die Höhe der globalen Abgeltungen wird zwischen dem Bundesamt für Landwirtschaft (BLW) und dem betroffenen Kanton ausgehandelt.
Art. 54;  Art. 54a1Planung von Massnahmen zur Revitalisierung;1 Die Höhe der globalen Abgeltungen an die Planung von Massnahmen zur Revitalisierung von Gewässern (Art. 62b Abs. 1 GSchG) richtet sich nach der Länge der Gewässer, die in die Planung einbezogen werden. 2 Die Höhe der globalen Abgeltungen wird zwischen dem BAFU und dem betroffenen Kanton ausgehandelt. 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 54;  Art. 54b1Durchführung von Massnahmen zur Revitalisierung;1 Die Höhe der globalen Abgeltungen an die Massnahmen zur Revitalisierung von Gewässern (Art. 62b Abs. 1 GSchG) richtet sich nach: 2 Die Höhe der globalen Abgeltungen wird zwischen dem BAFU und dem betroffenen Kanton ausgehandelt. 3 Abgeltungen können einzeln gewährt werden, wenn die Massnahmen: 4 Der Beitrag an die anrechenbaren Kosten der Massnahmen nach Absatz 3 beträgt zwischen 35 und 80 Prozent und richtet sich nach den in Absatz 1 genannten Kriterien. 5 Abgeltungen an Revitalisierungen werden nur gewährt, wenn der betroffene Kanton eine den Anforderungen von Artikel 41d entsprechende Planung von Revitalisierungen erstellt hat. 6 Keine Abgeltungen nach Artikel 62b Absatz 1 GSchG werden gewährt für Massnahmen, die nach Artikel 4 des Bundesgesetzes vom 21. Juni 19912 über den Wasserbau erforderlich sind. 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955). Siehe auch die UeB dieser Änd. am Schluss des Textes.2 SR 721.100
Art. 55;  Art. 55 Grundlagenbeschaffung;1 Abgeltungen für die Ermittlung der Ursache der ungenügenden Wasserqualität eines wichtigen Gewässers im Hinblick auf die Sanierungsmassnahmen (Art. 64 Abs. 1 GSchG) werden einzeln geleistet, soweit die Projekte den Zustand des Gewässers und dessen Zuflüsse betreffen. 2 Die Abgeltungen für die Grundlagenbeschaffung betragen 30 Prozent und diejenigen für die Inventare über Wasserversorgungsanlagen und Grundwasservorkommen (Art. 64 Abs. 3 GSchG) 40 Prozent der anrechenbaren Kosten.
Art. 56;  Art. 56 Ausbildung von Fachpersonal und Aufklärung der Bevölkerung;Die Finanzhilfen für die Ausbildung von Fachpersonal (Art. 64 Abs. 2 GSchG) betragen: 2 Finanzhilfen für die Aufklärung der Bevölkerung (Art. 64 Abs. 2 GSchG) können an Vorhaben gewährt werden, wenn: 3 Die Finanzhilfen für die Aufklärung der Bevölkerung betragen: 4 Das BAFU gewährt Finanzhilfen für die Ausbildung von Fachpersonal und die Aufklärung der Bevölkerung einzeln.
Art. 57;  Art. 57 Risikogarantie;1 Eine Risikogarantie für erfolgversprechende neuartige Anlagen und Einrichtungen (Art. 64a GSchG), mit denen eine öffentliche Aufgabe erfüllt wird, kann gewährt werden, soweit Firmengarantien nicht erhältlich sind. 2 Die Risikogarantie gilt für die Kosten, die für die Behebung von Mängeln oder nötigenfalls für die Neuerstellung der Anlagen und Einrichtungen in den ersten fünf Jahren nach Inbetriebnahme aufgewendet werden müssen, soweit sie nicht vom Inhaber verursacht worden sind. 3 Die Risikogarantie beträgt mindestens 20, höchstens jedoch 60 Prozent der Kosten nach Absatz 2. 4 Für das Verfahren gelten die Artikel 61c und 61d sinngemäss.
Art. 58;  Art. 581Anrechenbare Kosten;1 Anrechenbar sind nur Kosten, die tatsächlich entstanden sind und unmittelbar für die zweckmässige Erfüllung der beitragsberechtigten Aufgabe erforderlich sind. Dazu gehören auch die Kosten für Pilotanlagen und, bei Revitalisierungen von Gewässern, die Kosten des erforderlichen Landerwerbs. 2 Nicht anrechenbar sind insbesondere Gebühren und Steuern. 1 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 59;  Art. 59 Gesuch;1 Der Kanton reicht das Gesuch um globale Abgeltungen beim zuständigen Bundesamt (Art. 60 Abs. 1) ein. 2 Das Gesuch muss Angaben enthalten über:
Art. 60;  Art. 60 Programmvereinbarung;1 Für den Abschluss der Programmvereinbarung ist zuständig: 2 Die Programmvereinbarung wird gebietsweise abgeschlossen. Gegenstand der Programmvereinbarung sind insbesondere: 3 Die Dauer der Programmvereinbarung beträgt für Abgeltungen an: 4 Das zuständige Bundesamt erlässt Richtlinien über das Vorgehen bei Programmvereinbarungen sowie über die Angaben und Unterlagen zu den Gegenständen der Programmvereinbarung. 1 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).2 Fassung gemäss Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 61;  Art. 61 Auszahlung;Globale Abgeltungen werden in Tranchen ausbezahlt.
Art. 61;  Art. 61a Berichterstattung und Kontrolle;1 Der Kanton erstattet dem zuständigen Bundesamt jährlich Bericht über die Verwendung der globalen Abgeltungen. 2 Das zuständige Bundesamt kontrolliert stichprobenweise:
Art. 61;  Art. 61b Mangelhafte Erfüllung und Zweckentfremdung;"1 Das zuständige Bundesamt hält die Tranchenzahlungen während der Programmdauer ganz oder teilweise zurück, wenn der Kanton: 2 Stellt sich nach der Programmdauer heraus, dass die Leistung mangelhaft ist, so verlangt das zuständige Bundesamt vom Kanton Nachbesserung; es setzt ihm dafür eine angemessene Frist. 3 Werden Anlagen oder Einrichtungen, an die Abgeltungen geleistet wurden, ihrem Zweck entfremdet, so kann das zuständige Bundesamt vom Kanton verlangen, dass er innerhalb einer angemessenen Frist die Unterlassung oder Rückgängigmachung der Zweckentfremdung erwirkt. 4 Werden die Mängel nicht behoben oder wird die Zweckentfremdung nicht unterlassen oder nicht rückgängig gemacht, so richtet sich die Rückforderung nach den Artikeln 28 und 29 des Subventionsgesetzes vom 5. Oktober 19901 (SuG). 1 SR 616.1"
Art. 61;  Art. 61c Gesuch;1 Das Gesuch um Finanzhilfen oder Abgeltungen im Einzelfall wird beim BAFU eingereicht. 2 Es erlässt Richtlinien über die Angaben und Unterlagen zum Gesuch.
Art. 61;  Art. 61d Gewährung und Auszahlung der Beiträge;1 Das BAFU legt die Beiträge mittels Verfügung fest oder schliesst dazu mit dem Beitragsempfänger einen Vertrag ab. 2 Es richtet die Beiträge nach Fortschritt des Projektes aus.
Art. 61;  Art. 61e Mangelhafte Erfüllung und Zweckentfremdung;1 Erfüllt der Empfänger einer zugesicherten Abgeltung oder Finanzhilfe die Massnahme trotz Mahnung nicht oder mangelhaft, so wird die Abgeltung oder Finanzhilfe nicht ausbezahlt oder gekürzt. 2 Sind Abgeltungen oder Finanzhilfen ausbezahlt worden und erfüllt der Empfänger trotz Mahnung die Massnahme nicht oder mangelhaft, so richtet sich die Rückforderung nach Artikel 28 SuG1. 3 Werden Anlagen oder Einrichtungen, an die Abgeltungen oder Finanzhilfen geleistet wurden, ihrem Zweck entfremdet, so kann das BAFU vom Kanton verlangen, dass er innerhalb einer angemessenen Frist die Unterlassung oder Rückgängigmachung der Zweckentfremdung erwirkt. 4 Wird die Zweckentfremdung nicht unterlassen oder nicht rückgängig gemacht, so richtet sich die Rückforderung nach Artikel 29 SuG. 1 SR 616.1
Art. 61;  Art. 61f Berichterstattung und Kontrolle;Für die Berichterstattung und die Kontrolle bei Abgeltungen und Finanzhilfen im Einzelfall gilt Artikel 61a sinngemäss.
Art. 62;  Art. 62;Diese Verordnung tritt am 1. Januar 1999 in Kraft.
