article_number;article_title;article_text
Art. 25;  Art. 25a1Grundsätze der Koordination;"1 Erfordert die Errichtung oder die Änderung einer Baute oder Anlage Verfügungen mehrerer Behörden, so ist eine Behörde zu bezeichnen, die für ausreichende Koordination sorgt.
2 Die für die Koordination verantwortliche Behörde:
3 Die Verfügungen dürfen keine Widersprüche enthalten.
4 Diese Grundsätze sind auf das Nutzungsplanverfahren sinngemäss anwendbar.
1 Eingefügt durch Ziff. I des BG vom 6. Okt. 1995, in Kraft seit 1. Jan. 1997 (AS 1996 965; BBl 1994 III 1075)."
Art. 26;  Art. 26 Genehmigung der Nutzungspläne durch eine kantonale Behörde;"1 Eine kantonale Behörde genehmigt die Nutzungspläne und ihre Anpassungen.
2 Sie prüft diese auf ihre Übereinstimmung mit den vom Bundesrat genehmigten kantonalen Richtplänen.
3 Mit der Genehmigung durch die kantonale Behörde werden die Nutzungspläne verbindlich."
Art. 27;  Art. 27 Planungszonen;"1 Müssen Nutzungspläne angepasst werden oder liegen noch keine vor, so kann die zuständige Behörde für genau bezeichnete Gebiete Planungszonen bestimmen. Innerhalb der Planungszonen darf nichts unternommen werden, was die Nutzungsplanung erschweren könnte.
2 Planungszonen dürfen für längstens fünf Jahre bestimmt werden; das kantonale Recht kann eine Verlängerung vorsehen."
Art. 27;  Art. 27a1Einschränkende Bestimmungen der Kantone zum Bauen ausserhalb der Bauzonen;"Auf dem Weg der kantonalen Gesetzgebung können einschränkende Bestimmungen erlassen werden zu den Artikeln 16a Absatz 2, 24b, 24c und 24d.
1 Eingefügt durch Ziff. I des BG vom 23. März 2007 (AS 2007 3637; BBl 2005 7097). Fassung gemäss Ziff. I des BG vom 23. Dez. 2011, in Kraft seit 1. Nov. 2012 (AS 2012 5535; BBl 2011 7083 7097)."
Art. 28;  Art. 281;"1 Aufgehoben durch Ziff. I des BG vom 13. Dez. 2002, mit Wirkung seit 1. Juni 2003 (AS 2003 1021; BBl 2002 6965)."
Art. 29;  Art. 29 Beiträge an Entschädigungen für Schutzmassnahmen;Der Bund kann an Entschädigungen für besonders bedeutsame Schutzmassnahmen nach Artikel 17 Beiträge leisten.
Art. 30;  Art. 30 Voraussetzung für andere Beiträge;Der Bund macht die Leistung von Beiträgen an raumwirksame Massnahmen nach andern Bundesgesetzen davon abhängig, dass diese den genehmigten Richtplänen entsprechen.
Art. 31;  Art. 31 Kantonale Fachstellen;Die Kantone bezeichnen eine Fachstelle für Raumplanung.
Art. 32;  Art. 32 Fachstelle des Bundes;"Fachstelle des Bundes ist das Bundesamt für Raumentwicklung1.
1 Bezeichnung gemäss nicht veröffentlichtem BRB vom 17. Mai 2000."
Art. 33;  Art. 33 Kantonales Recht;"1 Nutzungspläne werden öffentlich aufgelegt.
2 Das kantonale Recht sieht wenigstens ein Rechtsmittel vor gegen Verfügungen und Nutzungspläne, die sich auf dieses Gesetz und seine kantonalen und eidgenössischen Ausführungsbestimmungen stützen.
3 Es gewährleistet:
4 Für die Anfechtung von Verfügungen kantonaler Behörden, auf welche Artikel 25a Absatz 1 Anwendung findet, sind einheitliche Rechtsmittelinstanzen vorzusehen.2
1 Fassung gemäss Anhang Ziff. 64 des Verwaltungsgerichtsgesetzes vom 17. Juni 2005, in Kraft seit 1. Jan. 2007 (AS 2006 2197 1069; BBl 2001 4202).2 Eingefügt durch Ziff. I des BG vom 6. Okt. 1995, in Kraft seit 1. Jan. 1997 (AS 1996 965; BBl 1994 III 1075)."
Art. 34;  Art. 341Bundesrecht;"1 Für die Rechtsmittel an Bundesbehörden gelten die allgemeinen Bestimmungen über die Bundesrechtspflege.
2 Kantone und Gemeinden sind zur Beschwerde berechtigt gegen Entscheide letzter kantonaler Instanzen über:
3 Das Bundesamt für Landwirtschaft ist zur Beschwerde berechtigt gegen Entscheide über Vorhaben, die Fruchtfolgeflächen beanspruchen.3
1 Fassung gemäss Anhang Ziff. 64 des Verwaltungsgerichtsgesetzes vom 17. Juni 2005, in Kraft seit 1. Jan. 2007 (AS 2006 2197 1069; BBl 2001 4202).2 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).3 Eingefügt durch Anhang Ziff. 5 des BG vom 22. März 2013, in Kraft seit 1. Jan. 2014 (AS 2013 3463 3863; BBl 2012 2075)."
Art. 35;  Art. 35 Fristen für Nutzungspläne1;"1 Die Kantone sorgen dafür, dass:
2 …3
3 Nutzungspläne, die beim Inkrafttreten dieses Gesetzes gültig sind, bleiben nach kantonalem Recht in Kraft bis zur Genehmigung durch die zuständige Behörde.4
1 Fassung gemäss Ziff. II 27 des BG vom 20. März 2008 zur formellen Bereinigung des Bundesrechts, in Kraft seit 1. Aug. 2008 (AS 2008 3437; BBl 2007 6121).2 Aufgehoben durch Ziff. II 27 des BG vom 20. März 2008 zur formellen Bereinigung des Bundesrechts, mit Wirkung seit 1. Aug. 2008 (AS 2008 3437; BBl 2007 6121).3 Aufgehoben durch Ziff. II 27 des BG vom 20. März 2008 zur formellen Bereinigung des Bundesrechts, mit Wirkung seit 1. Aug. 2008 (AS 2008 3437; BBl 2007 6121).4 Fassung gemäss Ziff. II 27 des BG vom 20. März 2008 zur formellen Bereinigung des Bundesrechts, in Kraft seit 1. Aug. 2008 (AS 2008 3437; BBl 2007 6121)."
Art. 36;  Art. 36 Einführende Massnahmen der Kantone;"1 Die Kantone erlassen die für die Anwendung dieses Gesetzes nötigen Vorschriften.
2 Solange das kantonale Recht keine anderen Behörden bezeichnet, sind die Kantonsregierungen ermächtigt, vorläufige Regelungen zu treffen, insbesondere Planungszonen (Art. 27) zu bestimmen und einschränkende Bestimmungen zum Bauen ausserhalb der Bauzonen (Art. 27a) zu erlassen.1
3 Solange keine Bauzonen bestehen und das kantonale Recht nichts anderes vorsieht, gilt das weitgehend überbaute Gebiet als vorläufige Bauzone.
1 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097)."
Art. 37;  Art. 37 Vorübergehende Nutzungszonen;"1 Sind besonders geeignete Landwirtschaftsgebiete, besonders bedeutsame Landschaften oder Stätten unmittelbar gefährdet und werden innerhalb einer vom Bundesrat festgesetzten Frist die erforderlichen Massnahmen nicht getroffen, so kann der Bundesrat vorübergehende Nutzungszonen bestimmen. Innerhalb solcher Zonen darf nichts unternommen werden, was die Nutzungsplanung nachteilig beeinflussen könnte.
2 Sobald Nutzungspläne vorliegen, hebt der Bundesrat vorübergehende Nutzungszonen auf."
Art. 37;  Art. 37a1Zonenfremde gewerbliche Bauten und Anlagen ausserhalb von Bauzonen;"Der Bundesrat regelt, unter welchen Voraussetzungen Zweckänderungen gewerblich genutzter Bauten und Anlagen zulässig sind, die vor dem 1. Januar 1980 erstellt wurden oder seither als Folge von Änderungen der Nutzungspläne zonenwidrig geworden sind.
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513)."
Art. 38;  Art. 381Übergangsbestimmung der Änderung vom 17. Dezember 2010;"1 Die betroffenen Kantone passen ihre Richtpläne innerhalb einer Frist von drei Jahren nach dem Inkrafttreten dieser Änderung an deren Anforderungen an und sorgen dafür, dass die betroffenen Gemeinden innerhalb der gleichen Frist geeignete Massnahmen treffen, insbesondere die Festlegung jährlicher Kontingente, die Festlegung von Erstwohnanteilen, die Ausscheidung spezieller Nutzungszonen oder die Erhebung von Lenkungsabgaben.
2 Nach Ablauf dieser Frist dürfen so lange keine Zweitwohnungen bewilligt werden, bis die Kantone und Gemeinden die nötigen Vorkehrungen getroffen haben.
1AS 2011 2913; BBl 2007 5765. Fassung gemäss Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049)."
Art. 38;  Art. 38a1Übergangsbestimmungen zur Änderung vom 15. Juni 2012;"1 Die Kantone passen innert fünf Jahren nach Inkrafttreten der Änderung vom 15. Juni 2012 ihre Richtpläne an die Anforderungen der Artikel 8 und 8a Absatz 1 an.
2 Bis zur Genehmigung dieser Richtplananpassung durch den Bundesrat darf im betreffenden Kanton die Fläche der rechtskräftig ausgeschiedenen Bauzonen insgesamt nicht vergrössert werden.
3 Nach Ablauf der Frist von Absatz 1 ist die Ausscheidung neuer Bauzonen unzulässig, solange der betreffende Kanton nicht über eine vom Bundesrat genehmigte Richtplananpassung verfügt.
4 Die Kantone regeln innert fünf Jahren nach Inkrafttreten der Änderung vom 15. Juni 2012 den angemessenen Ausgleich für erhebliche Vor- und Nachteile nach den Anforderungen von Artikel 5.
5 Nach Ablauf der Frist von Absatz 4 ist die Ausscheidung neuer Bauzonen unzulässig, solange der betreffende Kanton nicht über einen angemessenen Ausgleich nach den Anforderungen von Artikel 5 verfügt. Der Bundesrat bezeichnet nach Anhörung diese Kantone.
1 Eingefügt durch Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049)."
Art. 39;  Art. 39 Referendum und Inkrafttreten;"1 Dieses Gesetz untersteht dem fakultativen Referendum.
2 Der Bundesrat bestimmt das Inkrafttreten."
